,housing,balance,y
22598,no,130,no
22599,no,49,no
22600,no,321,no
22601,no,-18,no
22602,no,1,no
22603,no,79,no
22604,no,349,no
22605,no,0,no
22606,no,239,no
22607,no,397,no
22608,no,0,no
22609,no,102,no
22610,yes,655,no
22611,no,394,no
22612,yes,441,no
22613,no,0,no
22614,no,465,no
22615,no,-466,no
22616,no,2,no
22617,yes,369,no
22618,no,56,no
22619,no,0,no
22620,no,29,no
22621,no,635,no
22622,no,34,no
22623,no,15,no
22624,yes,2172,no
22625,no,0,no
22626,no,41,no
22627,no,46,no
22628,no,830,no
22629,no,63,no
22630,no,126,no
22631,no,0,no
22632,no,0,no
22633,no,8971,no
22634,no,11,no
22635,no,24,no
22636,yes,583,no
22637,no,818,no
22638,no,963,no
22639,no,234,yes
22640,no,140,no
22641,no,0,no
22642,no,299,no
22643,no,52,no
22644,no,53,yes
22645,no,26394,no
22646,no,1385,no
22647,no,4028,no
22648,no,0,no
22649,no,520,no
22650,yes,3518,yes
22651,no,19,no
22652,no,115,no
22653,no,135,no
22654,yes,591,no
22655,no,86,no
22656,no,0,no
22657,no,0,no
22658,no,77,no
22659,no,381,no
22660,no,0,no
22661,no,-3,no
22662,no,-32,no
22663,no,0,no
22664,no,155,no
22665,no,0,no
22666,yes,6271,no
22667,no,137,no
22668,no,119,no
22669,no,185,no
22670,no,1083,no
22671,no,2039,no
22672,no,967,no
22673,yes,275,no
22674,no,47,no
22675,no,1235,no
22676,yes,4,no
22677,no,3874,no
22678,no,9,no
22679,no,136,yes
22680,no,467,no
22681,no,161,no
22682,no,581,no
22683,no,676,no
22684,no,9,no
22685,yes,1840,no
22686,no,0,no
22687,no,830,yes
22688,no,237,no
22689,no,384,no
22690,no,566,no
22691,no,1083,no
22692,no,394,no
22693,no,2350,no
22694,no,635,no
22695,yes,9135,no
22696,no,3197,no
22697,no,1174,no
22698,yes,79,no
22699,no,575,no
22700,yes,631,no
22701,no,96,no
22702,no,343,no
22703,yes,519,no
22704,no,221,no
22705,no,1860,no
22706,no,0,no
22707,no,470,no
22708,no,52,no
22709,no,211,no
22710,no,246,no
22711,no,597,no
22712,no,-2,no
22713,no,-75,no
22714,no,0,no
22715,no,1232,no
22716,no,175,no
22717,yes,545,no
22718,no,5380,no
22719,no,46,no
22720,no,0,no
22721,no,2054,yes
22722,no,112,no
22723,yes,1990,no
22724,no,0,no
22725,no,369,no
22726,yes,0,no
22727,no,745,no
22728,no,-41,no
22729,no,0,no
22730,no,283,no
22731,no,603,no
22732,no,214,no
22733,no,3694,no
22734,yes,-68,no
22735,no,171,no
22736,no,-124,no
22737,no,2650,no
22738,yes,584,no
22739,no,905,no
22740,yes,21,no
22741,yes,905,no
22742,no,-546,yes
22743,no,182,no
22744,yes,1463,no
22745,no,29,no
22746,no,74,no
22747,no,1085,no
22748,no,42,no
22749,no,3431,no
22750,no,309,no
22751,no,0,no
22752,no,11126,no
22753,no,351,no
22754,yes,626,no
22755,yes,497,no
22756,yes,0,no
22757,yes,2059,no
22758,yes,5188,yes
22759,no,430,no
22760,no,0,no
22761,no,604,no
22762,no,2397,no
22763,no,-68,no
22764,no,3825,no
22765,yes,43074,no
22766,yes,407,no
22767,yes,2,no
22768,no,756,no
22769,no,0,no
22770,no,51,no
22771,no,983,no
22772,yes,130,no
22773,no,463,no
22774,no,49,no
22775,no,356,no
22776,no,3327,no
22777,yes,144,no
22778,no,-298,no
22779,no,142,no
22780,no,169,no
22781,no,740,no
22782,no,1385,no
22783,no,-3,no
22784,no,-266,no
22785,no,1461,no
22786,no,291,no
22787,no,2652,no
22788,no,0,no
22789,no,0,no
22790,no,0,no
22791,no,3418,no
22792,no,0,no
22793,no,518,no
22794,no,242,no
22795,no,198,no
22796,no,7134,no
22797,no,8,no
22798,yes,-995,no
22799,yes,0,no
22800,no,190,no
22801,no,1190,no
22802,no,275,no
22803,no,-300,no
22804,no,0,no
22805,no,-311,no
22806,no,1272,no
22807,no,43,no
22808,no,85,no
22809,no,73,no
22810,no,193,no
22811,no,6,no
22812,no,0,no
22813,no,1396,yes
22814,no,15,no
22815,no,558,no
22816,no,776,no
22817,no,2255,no
22818,no,141,no
22819,no,0,no
22820,no,251,no
22821,no,-117,no
22822,no,162,no
22823,yes,-886,no
22824,no,1498,no
22825,yes,157,no
22826,no,-816,no
22827,no,105,no
22828,no,154,no
22829,yes,454,no
22830,yes,4874,no
22831,no,306,no
22832,no,1052,no
22833,no,255,no
22834,no,6742,no
22835,no,31,no
22836,no,269,no
22837,no,280,no
22838,no,135,no
22839,yes,309,no
22840,no,925,yes
22841,no,0,no
22842,yes,49,no
22843,no,827,no
22844,no,1882,yes
22845,no,130,no
22846,no,792,yes
22847,no,1064,no
22848,yes,1841,no
22849,no,24450,no
22850,no,103,no
22851,yes,1335,no
22852,no,29230,no
22853,no,337,no
22854,yes,79,no
22855,yes,355,no
22856,yes,61,no
22857,yes,518,no
22858,no,4213,no
22859,no,1051,no
22860,yes,230,no
22861,no,3777,no
22862,no,179,no
22863,no,17,no
22864,no,276,no
22865,no,109,no
22866,no,657,no
22867,no,2275,no
22868,no,244,no
22869,no,259,no
22870,no,95,no
22871,yes,6144,no
22872,no,34,no
22873,no,981,no
22874,no,799,no
22875,no,162,yes
22876,no,63,no
22877,no,222,no
22878,no,1900,no
22879,no,3367,no
22880,no,0,no
22881,no,255,no
22882,no,420,no
22883,no,285,no
22884,no,185,no
22885,no,166,no
22886,no,0,no
22887,no,3163,no
22888,no,23,no
22889,no,31,no
22890,no,5244,no
22891,no,1242,no
22892,yes,4300,no
22893,no,224,no
22894,no,272,no
22895,no,354,no
22896,no,1451,no
22897,no,1331,no
22898,no,94,no
22899,yes,778,no
22900,no,44,no
22901,no,46,no
22902,no,1303,no
22903,no,0,no
22904,no,0,no
22905,no,338,no
22906,no,917,no
22907,no,1035,yes
22908,no,0,no
22909,no,746,yes
22910,no,333,no
22911,no,161,no
22912,yes,93,no
22913,no,268,no
22914,no,50,no
22915,no,3674,no
22916,no,0,no
22917,no,1499,no
22918,yes,771,no
22919,no,9864,no
22920,yes,295,no
22921,no,437,no
22922,yes,807,no
22923,yes,2536,yes
22924,no,1322,no
22925,no,392,no
22926,no,17297,yes
22927,no,7073,no
22928,no,7935,no
22929,no,1401,no
22930,no,526,no
22931,no,675,no
22932,yes,175,no
22933,no,0,no
22934,no,973,no
22935,no,111,no
22936,no,39,no
22937,no,5535,no
22938,no,22,yes
22939,no,2251,no
22940,no,1578,no
22941,no,87,no
22942,no,292,no
22943,no,2,no
22944,no,1285,no
22945,no,1,no
22946,no,18,no
22947,yes,2625,no
22948,no,309,no
22949,no,409,no
22950,yes,714,no
22951,no,0,no
22952,no,10,no
22953,no,0,no
22954,no,7005,no
22955,no,19,no
22956,no,1326,no
22957,no,32,no
22958,no,250,no
22959,no,0,no
22960,no,206,no
22961,yes,1596,no
22962,yes,-370,no
22963,no,0,no
22964,no,436,no
22965,no,0,no
22966,no,659,no
22967,no,50,no
22968,no,176,no
22969,no,50,no
22970,no,1413,no
22971,no,31,no
22972,no,-11,no
22973,no,276,no
22974,no,60,no
22975,yes,-231,no
22976,no,21,no
22977,no,-6,no
22978,no,446,no
22979,no,222,no
22980,no,0,no
22981,no,7838,no
22982,no,3478,no
22983,no,121,no
22984,no,0,no
22985,no,0,no
22986,no,-612,no
22987,no,15,no
22988,no,17555,no
22989,no,-190,no
22990,no,0,no
22991,no,218,no
22992,no,0,no
22993,no,1396,no
22994,no,0,no
22995,no,0,no
22996,no,4644,no
22997,yes,-166,no
22998,yes,6343,no
22999,no,2688,no
23000,no,965,no
23001,no,19,no
23002,no,3096,no
23003,yes,94,no
23004,no,0,no
23005,no,316,no
23006,no,0,no
23007,no,0,no
23008,no,630,no
23009,no,0,no
23010,no,3,no
23011,no,272,no
23012,no,414,no
23013,no,0,no
23014,no,29,no
23015,no,512,no
23016,no,17,no
23017,no,188,no
23018,no,813,no
23019,no,1752,no
23020,no,0,no
23021,no,273,no
23022,no,19,no
23023,no,0,no
23024,yes,827,no
23025,yes,0,no
23026,no,1313,no
23027,no,1764,no
23028,yes,1219,no
23029,no,798,no
23030,no,725,no
23031,no,154,no
23032,no,0,no
23033,no,431,no
23034,no,9645,no
23035,no,5167,no
23036,no,612,no
23037,no,0,no
23038,no,0,no
23039,no,0,no
23040,no,73,no
23041,no,11,no
23042,yes,0,no
23043,no,-51,no
23044,yes,588,no
23045,no,-471,no
23046,no,579,no
23047,no,231,yes
23048,no,2,no
23049,no,3773,no
23050,yes,-55,no
23051,no,6,no
23052,no,608,no
23053,no,9,no
23054,no,5,no
23055,no,145,no
23056,no,0,no
23057,no,0,no
23058,no,108,no
23059,no,544,no
23060,no,0,no
23061,yes,581,no
23062,yes,0,no
23063,no,0,no
23064,no,38,no
23065,no,4852,no
23066,no,275,no
23067,no,1245,no
23068,no,841,no
23069,no,83,yes
23070,yes,471,no
23071,yes,79,no
23072,no,1243,yes
23073,no,34,no
23074,no,2537,no
23075,no,284,no
23076,no,0,no
23077,no,254,no
23078,no,301,no
23079,no,0,no
23080,no,1617,no
23081,no,3220,no
23082,no,-5,no
23083,no,231,no
23084,yes,5,no
23085,no,236,no
23086,no,385,no
23087,no,505,no
23088,no,10,no
23089,no,-533,no
23090,no,7,no
23091,no,71,no
23092,no,725,no
23093,yes,2362,no
23094,no,434,no
23095,no,4687,no
23096,yes,370,no
23097,no,0,no
23098,no,3867,no
23099,no,362,no
23100,no,41,no
23101,yes,297,no
23102,no,219,no
23103,no,0,no
23104,yes,487,no
23105,no,0,no
23106,no,0,no
23107,yes,10150,no
23108,no,1113,no
23109,no,392,no
23110,no,0,no
23111,no,469,no
23112,no,22815,no
23113,no,1092,no
23114,no,23,no
23115,no,0,no
23116,no,1974,no
23117,yes,1271,no
23118,no,25,no
23119,no,734,no
23120,no,517,no
23121,no,0,no
23122,no,7744,no
23123,no,0,no
23124,no,21,no
23125,no,69,no
23126,yes,-274,no
23127,no,326,no
23128,no,382,no
23129,no,1,no
23130,no,257,no
23131,no,631,no
23132,no,893,no
23133,no,1005,no
23134,no,915,no
23135,no,12,no
23136,no,370,no
23137,no,745,no
23138,no,382,no
23139,no,479,no
23140,no,0,no
23141,no,1111,no
23142,no,796,no
23143,no,957,no
23144,no,5910,no
23145,no,0,no
23146,no,608,no
23147,no,0,no
23148,no,0,no
23149,no,154,yes
23150,no,3160,no
23151,no,699,no
23152,no,10,no
23153,no,-363,no
23154,yes,0,no
23155,no,387,no
23156,no,7863,no
23157,no,1757,no
23158,no,526,no
23159,no,359,no
23160,no,0,no
23161,no,20,no
23162,yes,46,no
23163,no,373,no
23164,no,3558,no
23165,no,485,no
23166,yes,127,no
23167,no,6,no
23168,no,0,no
23169,no,1612,no
23170,no,1272,no
23171,no,0,no
23172,no,462,no
23173,no,296,yes
23174,yes,151,no
23175,no,56,no
23176,no,730,no
23177,no,3460,no
23178,no,187,no
23179,no,1503,no
23180,yes,285,no
23181,no,0,yes
23182,no,567,no
23183,no,0,no
23184,no,0,no
23185,no,1632,no
23186,no,917,no
23187,no,0,no
23188,no,3413,no
23189,no,0,no
23190,no,386,no
23191,no,40,yes
23192,no,0,no
23193,no,2094,no
23194,yes,656,no
23195,no,60,no
23196,no,1158,no
23197,no,2673,no
23198,no,39,no
23199,no,143,no
23200,no,487,no
23201,yes,-47,no
23202,no,1836,no
23203,no,-417,no
23204,no,2396,yes
23205,no,1085,no
23206,no,6563,no
23207,no,51,no
23208,no,1121,no
23209,no,0,no
23210,no,2944,yes
23211,no,336,no
23212,no,836,no
23213,yes,3724,no
23214,yes,105,no
23215,no,258,no
23216,no,1647,no
23217,yes,917,no
23218,no,0,no
23219,no,0,no
23220,yes,-84,no
23221,no,344,yes
23222,no,1,no
23223,yes,324,no
23224,no,2076,no
23225,no,0,no
23226,no,36,no
23227,no,98,no
23228,no,0,no
23229,yes,313,no
23230,no,25,no
23231,no,7084,yes
23232,no,6748,no
23233,no,719,no
23234,no,24,no
23235,no,30,no
23236,no,35,no
23237,no,6485,no
23238,no,3228,no
23239,no,639,no
23240,no,46,no
23241,no,765,no
23242,no,362,no
23243,no,0,no
23244,no,46,no
23245,no,24,no
23246,no,25,no
23247,no,2204,no
23248,no,49,no
23249,yes,-102,no
23250,no,1107,no
23251,yes,128,no
23252,no,699,no
23253,no,0,no
23254,no,63,no
23255,no,0,no
23256,no,0,no
23257,yes,16,no
23258,no,11,no
23259,no,0,no
23260,no,297,no
23261,no,-175,no
23262,no,1020,no
23263,no,0,yes
23264,no,2328,no
23265,no,569,yes
23266,no,6,no
23267,no,1697,no
23268,no,-173,no
23269,no,127,no
23270,no,3726,no
23271,yes,324,no
23272,no,-453,no
23273,no,605,no
23274,yes,522,no
23275,yes,-552,no
23276,no,0,no
23277,no,-414,no
23278,no,104,no
23279,no,1041,no
23280,yes,692,no
23281,no,91,no
23282,no,312,no
23283,no,236,no
23284,yes,-1459,no
23285,no,314,no
23286,no,157,no
23287,no,1232,no
23288,no,570,no
23289,no,385,no
23290,no,946,no
23291,no,607,no
23292,no,875,no
23293,no,328,no
23294,no,0,no
23295,no,470,no
23296,no,-2,no
23297,no,-1,no
23298,no,-34,no
23299,no,979,no
23300,yes,81,no
23301,yes,2809,no
23302,no,0,yes
23303,yes,269,no
23304,no,1057,no
23305,no,0,no
23306,no,34,no
23307,no,134,no
23308,no,526,no
23309,yes,356,no
23310,no,157,no
23311,yes,-705,no
23312,no,96,no
23313,no,413,no
23314,no,1788,no
23315,no,911,no
23316,no,9324,no
23317,no,198,no
23318,no,2,no
23319,no,0,no
23320,no,105,no
23321,no,330,no
23322,no,194,no
23323,no,48,no
23324,no,209,no
23325,no,194,no
23326,no,-17,no
23327,no,183,no
23328,no,49,no
23329,no,39,no
23330,no,391,no
23331,no,1138,yes
23332,no,837,no
23333,no,890,no
23334,no,213,no
23335,no,24,no
23336,no,164,no
23337,no,598,no
23338,no,2541,no
23339,no,255,no
23340,yes,0,no
23341,no,417,no
23342,no,410,no
23343,no,309,no
23344,no,4393,no
23345,no,7,no
23346,yes,852,no
23347,no,120,no
23348,no,1868,no
23349,no,2517,no
23350,no,1165,no
23351,no,2321,no
23352,no,0,no
23353,no,382,no
23354,yes,816,no
23355,no,6383,no
23356,yes,54,yes
23357,no,682,no
23358,no,1905,no
23359,no,260,no
23360,no,168,no
23361,no,4979,no
23362,no,83,no
23363,yes,347,no
23364,yes,616,no
23365,yes,1859,no
23366,no,2460,no
23367,yes,5118,no
23368,yes,1374,no
23369,no,2437,no
23370,no,334,no
23371,yes,-218,no
23372,yes,0,no
23373,no,124,no
23374,no,204,no
23375,no,321,no
23376,no,3918,no
23377,no,424,no
23378,no,0,no
23379,no,235,no
23380,no,60,no
23381,no,1713,no
23382,no,109,no
23383,no,0,no
23384,no,28,no
23385,no,0,no
23386,no,20,no
23387,no,243,no
23388,no,2220,no
23389,yes,68,no
23390,no,5065,no
23391,no,753,no
23392,no,84,no
23393,no,12,no
23394,no,1940,no
23395,no,171,no
23396,no,930,no
23397,no,0,no
23398,no,27,no
23399,no,376,no
23400,no,725,no
23401,no,4594,no
23402,no,5976,no
23403,no,253,no
23404,no,80,no
23405,no,148,no
23406,yes,113,no
23407,no,-1545,no
23408,no,510,no
23409,no,4,no
23410,no,-1,no
23411,no,4073,no
23412,no,137,no
23413,no,298,no
23414,no,682,no
23415,no,206,no
23416,no,276,no
23417,no,238,no
23418,no,356,no
23419,no,190,no
23420,no,0,no
23421,no,2,no
23422,no,430,no
23423,no,4,no
23424,yes,-315,no
23425,no,1707,no
23426,yes,-102,no
23427,no,627,no
23428,yes,0,no
23429,no,518,no
23430,no,0,no
23431,no,534,no
23432,no,1194,no
23433,no,0,no
23434,no,1539,no
23435,yes,7870,no
23436,no,849,no
23437,no,2637,yes
23438,no,21,no
23439,no,1138,no
23440,no,201,no
23441,no,715,no
23442,no,65,no
23443,no,5943,no
23444,no,844,no
23445,no,2629,no
23446,no,0,no
23447,yes,-11,no
23448,no,-278,no
23449,yes,0,no
23450,no,136,no
23451,no,549,no
23452,no,1585,no
23453,no,0,no
23454,no,2676,no
23455,no,1134,no
23456,yes,1510,no
23457,no,-104,no
23458,yes,357,no
23459,no,-146,no
23460,yes,294,no
23461,no,17,no
23462,yes,1138,no
23463,no,13,no
23464,no,45,no
23465,no,0,no
23466,no,-123,no
23467,no,630,no
23468,no,-27,no
23469,no,52,no
23470,no,-102,no
23471,no,0,yes
23472,no,465,no
23473,no,2473,yes
23474,no,3207,no
23475,no,2213,no
23476,no,505,no
23477,no,29,no
23478,no,678,no
23479,yes,-204,no
23480,no,228,no
23481,no,27,no
23482,yes,2873,no
23483,yes,456,no
23484,no,0,no
23485,no,473,no
23486,no,1070,no
23487,yes,872,no
23488,yes,3463,no
23489,no,1573,no
23490,no,-272,no
23491,no,168,no
23492,no,75,no
23493,no,0,no
23494,no,264,no
23495,no,2262,no
23496,no,561,no
23497,no,36,no
23498,no,3196,no
23499,no,-6,no
23500,no,0,no
23501,yes,556,no
23502,no,58,no
23503,no,0,no
23504,no,1559,no
23505,no,3486,no
23506,no,3762,no
23507,no,170,no
23508,no,3,no
23509,no,801,no
23510,no,2431,no
23511,no,839,no
23512,no,0,no
23513,no,333,no
23514,no,-542,no
23515,no,500,no
23516,no,42,no
23517,no,0,no
23518,no,866,no
23519,no,1052,no
23520,no,-6,no
23521,yes,-105,no
23522,no,51,no
23523,no,1608,no
23524,no,0,no
23525,yes,1666,no
23526,yes,2696,no
23527,no,0,no
23528,no,-105,no
23529,no,75,no
23530,no,236,no
23531,no,-671,no
23532,no,659,no
23533,no,1233,no
23534,no,0,no
23535,no,0,no
23536,no,156,no
23537,no,44,no
23538,yes,1309,no
23539,yes,2421,no
23540,no,0,no
23541,no,23,no
23542,no,0,no
23543,no,0,no
23544,no,326,no
23545,no,403,no
23546,no,1,yes
23547,no,0,no
23548,no,-3,no
23549,no,60,no
23550,no,751,no
23551,no,1545,no
23552,no,23,no
23553,no,0,no
23554,yes,20261,no
23555,no,1887,no
23556,no,786,no
23557,no,2179,no
23558,yes,632,no
23559,no,99,no
23560,no,185,no
23561,yes,305,no
23562,no,278,no
23563,no,187,no
23564,no,761,no
23565,no,123,no
23566,no,-997,no
23567,no,80,no
23568,no,486,no
23569,no,759,no
23570,no,46,no
23571,no,140,no
23572,no,6743,no
23573,no,1946,no
23574,no,0,no
23575,no,1906,no
23576,no,0,no
23577,no,1232,no
23578,no,859,no
23579,no,0,no
23580,no,0,no
23581,no,0,no
23582,no,6288,no
23583,no,1013,no
23584,no,37,no
23585,no,0,no
23586,yes,217,no
23587,no,0,no
23588,no,0,no
23589,no,0,no
23590,no,65,no
23591,no,82,no
23592,no,568,no
23593,no,134,no
23594,no,5603,yes
23595,no,0,no
23596,no,89,no
23597,no,197,no
23598,no,837,no
23599,no,6174,no
23600,no,7175,no
23601,yes,890,no
23602,no,163,no
23603,no,3,no
23604,no,241,no
23605,no,59,no
23606,no,315,no
23607,yes,-262,no
23608,no,163,no
23609,no,81,no
23610,no,225,yes
23611,yes,864,no
23612,no,0,no
23613,no,1548,no
23614,no,0,no
23615,no,3327,no
23616,no,0,no
23617,no,879,no
23618,no,729,no
23619,yes,-158,no
23620,no,7881,no
23621,no,0,no
23622,no,35,no
23623,no,1333,no
23624,yes,2420,no
23625,no,0,no
23626,no,173,no
23627,no,0,no
23628,no,111,no
23629,no,84,no
23630,no,0,no
23631,no,211,no
23632,no,0,no
23633,no,17,no
23634,no,0,no
23635,no,668,no
23636,no,1690,no
23637,no,37,no
23638,yes,-183,no
23639,no,65,no
23640,no,0,no
23641,no,-173,no
23642,no,1258,no
23643,no,6766,no
23644,no,2499,no
23645,no,0,no
23646,no,377,no
23647,no,77,no
23648,no,1530,no
23649,no,0,no
23650,no,658,no
23651,no,1645,no
23652,yes,8047,no
23653,no,436,no
23654,no,0,no
23655,no,75,no
23656,no,279,no
23657,yes,4348,no
23658,no,230,no
23659,no,167,no
23660,no,118,no
23661,no,323,no
23662,no,97,no
23663,yes,3028,no
23664,no,-157,no
23665,no,-2,no
23666,no,0,no
23667,no,71,no
23668,no,396,no
23669,no,200,no
23670,no,466,no
23671,no,713,no
23672,no,1788,no
23673,yes,755,no
23674,no,298,no
23675,no,370,no
23676,no,459,no
23677,no,240,no
23678,no,723,no
23679,no,-300,no
23680,no,0,no
23681,no,0,no
23682,no,136,no
23683,no,558,no
23684,no,15,no
23685,yes,1522,no
23686,no,111,no
23687,no,33,no
23688,yes,-108,no
23689,no,77,no
23690,no,12,no
23691,no,5,no
23692,no,1863,no
23693,no,0,no
23694,no,42,no
23695,yes,0,no
23696,no,-78,no
23697,no,0,no
23698,no,621,no
23699,no,81,no
23700,no,6171,no
23701,no,0,no
23702,yes,475,no
23703,no,552,no
23704,no,305,no
23705,no,685,no
23706,no,45,no
23707,no,553,no
23708,no,2032,no
23709,no,295,no
23710,no,795,no
23711,no,605,no
23712,yes,-490,no
23713,no,88,no
23714,no,1480,no
23715,no,0,no
23716,no,813,no
23717,yes,565,no
23718,yes,-564,no
23719,no,968,no
23720,no,4,no
23721,no,2,no
23722,no,0,no
23723,no,182,no
23724,no,34,no
23725,no,6762,no
23726,no,223,no
23727,no,556,no
23728,no,0,no
23729,no,278,no
23730,no,353,no
23731,no,162,no
23732,no,95,no
23733,no,81,no
23734,no,3,no
23735,no,1077,no
23736,yes,1425,no
23737,yes,26,no
23738,no,918,no
23739,no,588,no
23740,no,4450,no
23741,no,3501,no
23742,no,3440,no
23743,no,35,no
23744,no,63,no
23745,no,872,no
23746,no,159,no
23747,yes,1291,no
23748,yes,-64,no
23749,no,1011,no
23750,no,433,no
23751,no,1286,no
23752,no,3588,no
23753,no,0,no
23754,yes,1684,no
23755,no,592,no
23756,no,-30,no
23757,yes,-213,no
23758,no,0,no
23759,no,1239,no
23760,no,0,no
23761,no,576,no
23762,no,3029,no
23763,yes,4542,no
23764,no,313,no
23765,no,292,no
23766,no,946,no
23767,no,195,no
23768,no,367,no
23769,no,266,no
23770,no,-50,no
23771,no,34,no
23772,no,603,no
23773,no,1326,no
23774,no,265,no
23775,yes,-17,yes
23776,no,55,no
23777,no,963,no
23778,no,4522,no
23779,yes,235,no
23780,no,792,no
23781,no,58,no
23782,no,2059,no
23783,no,216,no
23784,yes,634,no
23785,no,1029,no
23786,yes,432,no
23787,no,961,no
23788,no,0,no
23789,yes,413,no
23790,no,0,no
23791,yes,4293,no
23792,no,0,no
23793,yes,1673,no
23794,no,358,no
23795,no,21614,no
23796,no,1026,no
23797,no,56,no
23798,no,-281,no
23799,no,82,no
23800,no,79,no
23801,no,0,no
23802,yes,58,no
23803,no,350,no
23804,no,373,no
23805,no,134,no
23806,no,0,no
23807,no,28,no
23808,no,996,no
23809,no,1561,no
23810,yes,515,no
23811,no,45,no
23812,no,614,no
23813,no,300,no
23814,yes,332,no
23815,no,32,no
23816,no,8,no
23817,no,194,no
23818,yes,193,no
23819,no,578,no
23820,no,647,no
23821,no,1008,no
23822,no,0,no
23823,yes,452,no
23824,no,2925,no
23825,no,0,no
23826,yes,3490,yes
23827,no,-1,no
23828,no,1186,no
23829,no,54,no
23830,no,365,no
23831,no,160,no
23832,yes,462,no
23833,no,393,no
23834,no,0,no
23835,no,0,no
23836,no,0,no
23837,no,471,no
23838,no,134,no
23839,no,0,no
23840,no,865,no
23841,no,-708,no
23842,no,255,no
23843,no,374,no
23844,yes,700,no
23845,no,1218,no
23846,yes,599,no
23847,no,239,no
23848,no,109,no
23849,no,112,no
23850,no,5,no
23851,no,0,no
23852,no,877,no
23853,no,8,no
23854,no,0,no
23855,no,0,no
23856,no,2070,no
23857,yes,53,no
23858,yes,-146,no
23859,no,67,no
23860,no,284,no
23861,no,310,no
23862,no,134,no
23863,no,96,no
23864,no,33,no
23865,no,444,no
23866,no,74,no
23867,no,0,no
23868,no,176,no
23869,no,0,no
23870,no,-2,no
23871,no,1059,no
23872,no,16,no
23873,no,769,yes
23874,yes,4,no
23875,yes,118,no
23876,no,1314,no
23877,no,184,no
23878,no,0,no
23879,no,105,no
23880,no,0,no
23881,no,628,no
23882,no,943,no
23883,no,115,no
23884,no,13,no
23885,no,430,no
23886,no,0,no
23887,no,88,no
23888,no,171,no
23889,no,251,no
23890,no,-9,no
23891,no,91,no
23892,no,233,no
23893,no,503,no
23894,no,0,no
23895,no,0,no
23896,no,22,no
23897,no,123,no
23898,no,219,no
23899,no,310,no
23900,no,96,no
23901,no,2408,no
23902,yes,1685,no
23903,no,8480,no
23904,no,315,no
23905,yes,7,no
23906,no,492,no
23907,no,500,no
23908,no,146,no
23909,no,36,no
23910,no,518,no
23911,yes,2595,no
23912,no,494,no
23913,no,0,no
23914,no,173,no
23915,no,335,no
23916,no,10,no
23917,no,0,no
23918,no,-852,no
23919,no,230,no
23920,no,0,no
23921,no,0,no
23922,no,102,no
23923,no,56,no
23924,no,1179,no
23925,no,194,no
23926,no,1059,no
23927,no,121,no
23928,no,3849,no
23929,no,41,no
23930,no,-166,no
23931,no,-359,no
23932,no,257,no
23933,no,8,no
23934,no,0,no
23935,no,214,no
23936,no,771,no
23937,no,511,no
23938,no,1670,no
23939,no,85,no
23940,no,842,no
23941,no,201,no
23942,yes,4800,no
23943,no,0,no
23944,no,653,no
23945,no,-506,no
23946,no,466,no
23947,yes,563,no
23948,no,370,no
23949,yes,258,no
23950,no,1255,no
23951,no,148,no
23952,yes,292,no
23953,no,-120,no
23954,no,324,no
23955,no,0,no
23956,no,268,no
23957,no,2087,no
23958,no,-254,no
23959,no,5936,no
23960,no,593,no
23961,no,665,no
23962,no,46,no
23963,no,10,no
23964,no,185,no
23965,no,1,no
23966,no,910,no
23967,no,8312,no
23968,no,418,no
23969,no,117,no
23970,no,185,no
23971,no,0,no
23972,no,0,no
23973,yes,351,no
23974,no,50,no
23975,no,841,no
23976,no,947,no
23977,no,1903,no
23978,no,46,no
23979,no,221,no
23980,no,0,no
23981,yes,0,no
23982,no,74,no
23983,no,1056,no
23984,no,69,no
23985,no,124,no
23986,no,347,no
23987,no,16,no
23988,no,0,no
23989,yes,-401,no
23990,no,88,no
23991,no,-3,no
23992,no,4577,no
23993,no,627,no
23994,no,1683,no
23995,no,35,no
23996,no,224,no
23997,no,0,no
23998,no,114,no
23999,yes,385,no
24000,no,26,no
24001,no,861,no
24002,no,125,no
24003,yes,1795,no
24004,yes,449,no
24005,no,2233,no
24006,no,124,no
24007,no,261,no
24008,no,183,no
24009,no,64,no
24010,no,591,no
24011,no,46,no
24012,no,23,no
24013,no,0,no
24014,no,0,no
24015,no,0,no
24016,no,1077,no
24017,no,373,no
24018,no,0,no
24019,no,240,no
24020,no,7554,no
24021,no,0,no
24022,no,41,no
24023,no,-27,no
24024,no,0,no
24025,no,84,no
24026,no,42,no
24027,no,2419,no
24028,no,123,no
24029,no,32,no
24030,no,0,no
24031,no,4695,no
24032,no,13099,no
24033,yes,3452,no
24034,yes,212,no
24035,no,0,no
24036,no,1227,no
24037,no,36,no
24038,no,-90,yes
24039,no,1785,yes
24040,no,0,yes
24041,no,0,no
24042,yes,1828,no
24043,yes,9,no
24044,yes,-103,yes
24045,yes,555,yes
24046,yes,199,no
24047,yes,12519,no
24048,no,9214,no
24049,yes,79,no
24050,yes,5303,yes
24051,no,6,no
24052,yes,1293,no
24053,no,24556,no
24054,no,1279,no
24055,no,1258,yes
24056,no,239,no
24057,no,882,no
24058,no,1679,yes
24059,yes,1664,yes
24060,no,882,no
24061,yes,8749,yes
24062,yes,-247,yes
24063,no,1159,no
24064,yes,3444,yes
24065,no,2199,no
24066,yes,0,no
24067,yes,7424,no
24068,yes,5346,yes
24069,yes,26254,no
24070,yes,1144,yes
24071,no,2351,yes
24072,yes,2415,no
