,age,marital
19228,41,married
19229,51,married
19230,30,single
19231,34,single
19232,59,married
19233,38,married
19234,32,married
19235,46,married
19236,54,married
19237,48,married
19238,54,divorced
19239,30,single
19240,36,married
19241,43,single
19242,33,married
19243,34,married
19244,42,married
19245,33,single
19246,40,married
19247,49,married
19248,51,married
19249,35,divorced
19250,44,married
19251,36,divorced
19252,50,married
19253,60,married
19254,50,divorced
19255,31,married
19256,56,married
19257,41,married
19258,39,married
19259,49,married
19260,34,married
19261,41,married
19262,45,divorced
19263,46,married
19264,35,married
19265,37,divorced
19266,37,married
19267,37,married
19268,45,single
19269,43,married
19270,44,married
19271,45,married
19272,50,married
19273,59,married
19274,52,married
19275,47,married
19276,39,divorced
19277,47,married
19278,42,married
19279,57,married
19280,55,married
19281,30,single
19282,42,married
19283,36,married
19284,48,divorced
19285,34,married
19286,56,single
19287,52,married
19288,35,married
19289,54,married
19290,45,married
19291,40,single
19292,44,married
19293,52,married
19294,55,married
19295,58,married
19296,47,married
19297,43,married
19298,53,married
19299,35,married
19300,40,divorced
19301,34,married
19302,48,married
19303,55,married
19304,58,married
19305,35,married
19306,43,married
19307,39,married
19308,60,married
19309,59,married
19310,55,divorced
19311,55,married
19312,48,divorced
19313,48,married
19314,53,married
19315,30,married
19316,41,married
19317,60,married
19318,49,married
19319,41,married
19320,32,divorced
19321,60,married
19322,31,married
19323,33,married
19324,39,married
19325,60,divorced
19326,54,divorced
19327,32,married
19328,33,single
19329,46,married
19330,37,married
19331,48,divorced
19332,48,married
19333,42,single
19334,47,married
19335,37,divorced
19336,33,single
19337,57,married
19338,30,married
19339,59,married
19340,30,single
19341,31,single
19342,56,married
19343,49,married
19344,35,single
19345,42,married
19346,36,married
19347,46,single
19348,49,married
19349,56,married
19350,32,single
19351,48,married
19352,50,single
19353,31,married
19354,44,married
19355,48,married
19356,36,married
19357,59,married
19358,41,divorced
19359,58,married
19360,59,married
19361,57,married
19362,46,married
19363,48,married
19364,36,married
19365,40,single
19366,46,married
19367,48,married
19368,50,married
19369,32,married
19370,33,single
19371,46,married
19372,60,married
19373,32,married
19374,37,single
19375,43,married
19376,57,married
19377,46,married
19378,57,married
19379,36,single
19380,32,single
19381,48,married
19382,43,married
19383,37,married
19384,51,married
19385,52,married
19386,48,married
19387,32,married
19388,47,single
19389,50,divorced
19390,32,single
19391,58,married
19392,45,married
19393,49,married
19394,50,married
19395,32,married
19396,38,married
19397,30,single
19398,46,married
19399,50,married
19400,31,single
19401,36,single
19402,35,married
19403,53,married
19404,46,married
19405,34,married
19406,33,divorced
19407,50,married
19408,46,married
19409,45,married
19410,55,married
19411,42,married
19412,40,married
19413,41,single
19414,39,married
19415,35,married
19416,46,divorced
19417,43,married
19418,49,married
19419,38,married
19420,59,married
19421,42,married
19422,48,married
19423,48,married
19424,46,married
19425,49,divorced
19426,32,married
19427,42,married
19428,32,married
19429,45,married
19430,34,single
19431,32,married
19432,44,married
19433,38,married
19434,46,married
19435,41,married
19436,52,married
19437,44,married
19438,52,married
19439,46,married
19440,30,single
19441,39,single
19442,48,married
19443,50,married
19444,51,married
19445,30,single
19446,57,married
19447,54,married
19448,56,married
19449,38,married
19450,31,single
19451,51,married
19452,39,married
19453,51,married
19454,34,divorced
19455,49,married
19456,49,married
19457,35,married
19458,47,married
19459,52,married
19460,50,married
19461,37,single
19462,43,married
19463,42,married
19464,48,divorced
19465,38,single
19466,52,married
19467,41,married
19468,41,single
19469,37,married
19470,45,married
19471,36,single
19472,34,single
19473,30,married
19474,38,married
19475,55,divorced
19476,33,married
19477,31,single
19478,32,married
19479,34,divorced
19480,48,married
19481,43,married
19482,35,divorced
19483,45,married
19484,56,married
19485,40,married
19486,51,married
19487,39,single
19488,31,married
19489,47,married
19490,30,single
19491,39,married
19492,58,married
19493,38,married
19494,49,married
19495,47,married
19496,30,married
19497,35,married
19498,52,divorced
19499,48,married
19500,36,single
19501,48,single
19502,31,single
19503,34,single
19504,33,married
19505,35,married
19506,33,single
19507,45,married
19508,52,single
19509,39,married
19510,42,single
19511,53,married
19512,31,married
19513,46,married
19514,52,married
19515,57,married
19516,60,married
19517,54,married
19518,49,married
19519,31,married
19520,50,married
19521,58,divorced
19522,46,married
19523,55,married
19524,40,divorced
19525,52,married
19526,55,married
19527,45,divorced
19528,50,married
19529,34,married
19530,53,married
19531,47,married
19532,43,married
19533,36,married
19534,59,married
19535,32,single
19536,50,married
19537,60,married
19538,45,married
19539,32,single
19540,36,married
19541,36,single
19542,59,married
19543,32,married
19544,32,single
19545,58,married
19546,30,single
19547,33,married
19548,44,married
19549,47,married
19550,33,married
19551,34,married
19552,35,married
19553,40,single
19554,35,married
19555,36,married
19556,59,married
19557,38,single
19558,36,married
19559,57,married
19560,30,single
19561,56,married
19562,35,married
19563,33,married
19564,42,single
19565,47,married
19566,42,married
19567,30,married
19568,32,married
19569,55,married
19570,46,married
19571,54,married
19572,38,single
19573,58,single
19574,50,married
19575,35,single
19576,46,married
19577,47,married
19578,51,married
19579,32,married
19580,60,married
19581,30,married
19582,50,married
19583,42,married
19584,31,married
19585,45,married
19586,55,married
19587,46,married
19588,35,single
19589,53,married
19590,32,married
19591,33,married
19592,45,married
19593,56,married
19594,45,married
19595,32,single
19596,34,married
19597,37,single
19598,40,married
19599,56,married
19600,51,married
19601,45,married
19602,35,married
19603,38,divorced
19604,36,married
19605,50,married
19606,52,married
19607,45,married
19608,30,married
19609,51,married
19610,48,married
19611,39,married
19612,45,married
19613,32,single
19614,57,married
19615,50,married
19616,30,single
19617,36,married
19618,49,married
19619,50,married
19620,56,married
19621,55,married
19622,37,married
19623,32,single
19624,60,married
19625,32,married
19626,48,single
19627,48,married
19628,53,married
19629,45,married
19630,53,married
19631,60,married
19632,56,married
19633,33,married
19634,33,single
19635,37,married
19636,37,divorced
19637,53,married
19638,40,married
19639,37,married
19640,36,single
19641,57,married
19642,44,divorced
19643,44,married
19644,34,married
19645,55,married
19646,51,married
19647,47,married
19648,57,married
19649,31,single
19650,57,married
19651,41,married
19652,46,married
19653,58,married
19654,35,married
19655,61,married
19656,33,single
19657,57,married
19658,51,married
19659,46,married
19660,35,single
19661,30,married
19662,31,single
19663,31,single
19664,59,divorced
19665,48,single
19666,50,married
19667,56,married
19668,55,married
19669,46,divorced
19670,33,married
19671,56,married
19672,31,married
19673,41,single
19674,57,married
19675,55,married
19676,42,married
19677,43,married
19678,52,divorced
19679,45,married
19680,40,divorced
19681,34,married
19682,49,divorced
19683,36,single
19684,36,single
19685,33,single
19686,31,married
19687,33,married
19688,35,married
19689,44,married
19690,45,divorced
19691,56,married
19692,32,single
19693,34,single
19694,59,married
19695,36,married
19696,50,married
19697,33,single
19698,48,married
19699,45,married
19700,31,married
19701,45,married
19702,43,married
19703,32,married
19704,41,married
19705,32,single
19706,35,married
19707,59,married
19708,53,married
19709,32,single
19710,51,married
19711,36,single
19712,56,married
19713,54,married
19714,42,married
19715,34,single
19716,45,married
19717,30,married
19718,46,married
19719,47,married
19720,33,single
19721,34,married
19722,40,married
19723,41,married
19724,54,married
19725,38,married
19726,33,married
19727,48,married
19728,37,single
19729,50,married
19730,33,divorced
19731,51,married
19732,49,married
19733,55,married
19734,56,married
19735,56,married
19736,34,married
19737,37,single
19738,32,married
19739,33,married
19740,30,single
19741,34,married
19742,43,married
19743,53,married
19744,52,married
19745,34,married
19746,48,married
19747,48,married
19748,52,divorced
19749,37,single
19750,47,married
19751,53,married
19752,33,married
19753,32,single
19754,31,single
19755,35,married
19756,30,single
19757,41,married
19758,47,married
19759,44,married
19760,58,married
19761,51,married
19762,31,single
19763,33,married
19764,37,single
19765,58,married
19766,60,married
19767,45,married
19768,44,married
19769,36,married
19770,52,married
19771,41,married
19772,52,married
19773,34,single
19774,55,married
19775,32,married
19776,34,married
19777,50,married
19778,45,married
19779,31,single
19780,32,married
19781,31,married
19782,57,married
19783,53,married
19784,32,single
19785,56,divorced
19786,31,married
19787,31,single
19788,51,married
19789,32,single
19790,41,single
19791,60,married
19792,32,married
19793,47,married
19794,52,married
19795,42,married
19796,38,married
19797,33,married
19798,53,married
19799,31,single
19800,57,married
19801,60,married
19802,33,married
19803,47,divorced
19804,34,married
19805,50,married
19806,34,single
19807,33,single
19808,48,married
19809,47,married
19810,37,married
19811,41,married
19812,36,divorced
19813,33,single
19814,35,married
19815,30,single
19816,31,married
19817,40,married
19818,37,married
19819,33,married
19820,49,married
19821,52,married
19822,31,married
19823,47,married
19824,50,married
19825,30,single
19826,36,married
19827,46,married
19828,46,married
19829,47,married
19830,57,married
19831,39,married
19832,32,married
19833,35,married
19834,41,married
19835,35,single
19836,52,married
19837,37,married
19838,42,married
19839,47,married
19840,46,married
19841,32,divorced
19842,52,married
19843,34,married
19844,31,married
19845,33,married
19846,33,single
19847,33,single
19848,35,single
19849,34,married
19850,34,divorced
19851,50,married
19852,30,single
19853,38,married
19854,32,single
19855,55,married
19856,44,single
19857,52,married
19858,52,married
19859,59,married
19860,31,married
19861,60,single
19862,37,married
19863,60,married
19864,47,married
19865,57,married
19866,39,divorced
19867,30,married
19868,43,married
19869,47,married
19870,45,married
19871,41,married
19872,39,married
19873,38,married
19874,51,married
19875,58,married
19876,53,divorced
19877,49,married
19878,41,married
19879,40,single
19880,34,single
19881,41,single
19882,34,married
19883,32,married
19884,33,married
19885,46,married
19886,33,married
19887,35,single
19888,44,single
19889,55,married
19890,31,married
19891,34,married
19892,34,single
19893,38,single
19894,31,single
19895,34,married
19896,31,single
19897,55,married
19898,31,single
19899,57,married
19900,45,married
19901,33,single
19902,35,married
19903,50,married
19904,33,married
19905,45,divorced
19906,42,married
19907,46,married
19908,32,single
19909,47,divorced
19910,31,married
19911,45,married
19912,50,married
19913,54,divorced
19914,50,married
19915,57,married
19916,51,married
19917,37,married
19918,45,married
19919,30,single
19920,32,single
19921,38,single
19922,31,single
19923,55,married
19924,32,single
19925,55,married
19926,49,divorced
19927,47,married
19928,46,single
19929,57,married
19930,33,single
19931,33,married
19932,46,single
19933,43,married
19934,35,single
19935,49,married
19936,38,married
19937,44,married
19938,35,married
19939,48,married
19940,30,married
19941,50,married
19942,31,married
19943,40,married
19944,47,married
19945,42,single
19946,48,married
19947,34,married
19948,59,married
19949,59,divorced
19950,30,single
19951,43,married
19952,31,single
19953,46,married
19954,33,married
19955,30,single
19956,59,divorced
19957,35,married
19958,46,married
19959,51,married
19960,41,married
19961,38,single
19962,47,single
19963,35,married
19964,32,single
19965,33,married
19966,43,married
19967,46,married
19968,38,married
19969,49,married
19970,41,single
19971,60,married
19972,52,married
19973,35,married
19974,47,married
19975,52,married
19976,35,divorced
19977,30,single
19978,51,married
19979,33,single
19980,35,married
19981,39,single
19982,37,married
19983,32,single
19984,38,single
19985,40,married
19986,33,married
19987,57,married
19988,53,married
19989,38,married
19990,47,married
19991,34,single
19992,32,married
19993,32,married
19994,31,married
19995,32,single
19996,55,married
19997,55,married
19998,39,married
19999,39,married
20000,35,married
20001,40,married
20002,40,married
20003,33,single
20004,32,married
20005,39,single
20006,36,married
20007,57,married
20008,49,married
20009,35,married
20010,48,married
20011,40,married
20012,32,single
20013,52,married
20014,48,married
20015,31,married
20016,34,single
20017,31,single
20018,37,single
20019,44,married
20020,34,married
20021,54,married
20022,32,married
20023,36,divorced
20024,59,married
20025,41,single
20026,34,single
20027,43,married
20028,54,married
20029,31,married
20030,32,married
20031,46,married
20032,49,married
20033,43,married
20034,53,married
20035,38,single
20036,30,single
20037,36,single
20038,33,married
20039,46,married
20040,31,married
20041,39,married
20042,46,married
20043,49,divorced
20044,52,married
20045,46,married
20046,47,married
20047,31,single
20048,51,married
20049,47,married
20050,46,married
20051,47,married
20052,43,married
20053,33,married
20054,51,divorced
20055,57,married
20056,34,single
20057,31,married
20058,35,married
20059,41,married
20060,48,married
20061,51,married
20062,60,divorced
20063,41,married
20064,34,married
20065,61,married
20066,36,married
20067,37,married
20068,30,single
20069,34,married
20070,47,married
20071,50,single
20072,46,married
20073,35,single
20074,31,married
20075,51,married
20076,32,married
20077,54,married
20078,58,married
20079,31,married
20080,32,married
20081,44,divorced
20082,46,divorced
20083,32,married
20084,45,married
20085,38,single
20086,52,married
20087,32,single
20088,56,married
20089,35,married
20090,54,divorced
20091,31,single
20092,45,married
20093,41,married
20094,34,married
20095,39,married
20096,46,married
20097,34,married
20098,49,married
20099,32,married
20100,35,married
20101,53,married
20102,36,single
20103,49,married
20104,32,married
20105,39,divorced
20106,46,divorced
20107,38,married
20108,57,married
20109,44,married
20110,31,married
20111,51,married
20112,56,married
20113,52,married
20114,35,single
20115,47,married
20116,30,married
20117,42,married
20118,38,married
20119,48,married
20120,45,married
20121,46,married
20122,48,married
20123,34,divorced
20124,31,married
20125,55,married
20126,34,married
20127,39,married
20128,32,single
20129,35,single
20130,53,married
20131,36,married
20132,54,married
20133,33,married
20134,55,married
20135,30,married
20136,30,single
20137,60,married
20138,33,divorced
20139,39,married
20140,43,married
20141,39,married
20142,31,single
20143,58,divorced
20144,56,married
20145,35,single
20146,45,married
20147,48,married
20148,56,married
20149,32,divorced
20150,32,single
20151,56,married
20152,44,married
20153,31,single
20154,37,married
20155,46,married
20156,45,married
20157,30,married
20158,27,married
20159,60,married
20160,52,married
20161,36,single
20162,30,single
20163,39,married
20164,50,married
20165,31,single
20166,37,single
20167,40,divorced
20168,33,married
20169,58,married
20170,30,single
20171,34,married
20172,59,married
20173,55,married
20174,30,single
20175,30,married
20176,58,married
20177,32,single
20178,31,single
20179,50,married
20180,31,single
20181,33,married
20182,34,single
20183,31,single
20184,46,married
20185,30,single
20186,35,single
20187,49,married
20188,45,married
20189,31,single
20190,35,single
20191,54,married
20192,42,married
20193,34,single
20194,43,single
20195,46,divorced
20196,43,divorced
20197,47,married
20198,31,single
20199,32,married
20200,35,married
20201,46,married
20202,59,married
20203,30,single
20204,34,divorced
20205,53,married
20206,59,married
20207,46,married
20208,35,married
20209,43,divorced
20210,45,married
20211,36,married
20212,30,single
20213,34,single
20214,42,married
20215,60,married
20216,52,married
20217,45,married
20218,33,married
20219,40,divorced
20220,41,single
20221,33,married
20222,34,married
20223,34,married
20224,39,married
20225,46,married
20226,43,married
20227,33,single
20228,57,married
20229,32,married
20230,31,single
20231,30,married
20232,46,married
20233,49,married
20234,60,single
20235,60,married
20236,33,single
20237,32,married
20238,35,married
20239,59,married
20240,30,married
20241,47,married
20242,53,married
20243,41,divorced
20244,45,married
20245,35,married
20246,32,married
20247,34,married
20248,60,married
20249,48,married
20250,41,divorced
20251,30,single
20252,40,married
20253,37,married
20254,33,married
20255,45,married
20256,56,married
20257,46,single
20258,46,married
20259,51,divorced
20260,36,single
20261,33,married
20262,49,divorced
20263,34,married
20264,33,divorced
20265,57,married
20266,34,married
20267,55,married
20268,39,married
20269,59,married
20270,32,single
20271,53,married
20272,36,single
20273,31,divorced
20274,46,divorced
20275,58,married
20276,50,married
20277,46,married
20278,58,married
20279,31,single
20280,49,married
20281,30,married
20282,37,single
20283,59,married
20284,43,married
20285,38,divorced
20286,55,single
20287,30,single
20288,39,married
20289,33,married
20290,48,married
20291,41,married
20292,41,single
20293,53,married
20294,47,married
20295,55,married
20296,32,single
20297,36,single
20298,32,married
20299,40,married
20300,34,single
20301,37,married
20302,34,married
20303,32,married
20304,35,married
20305,38,single
20306,37,married
20307,53,divorced
20308,57,married
20309,48,divorced
20310,35,married
20311,30,single
20312,31,married
20313,40,married
20314,47,married
20315,35,married
20316,31,married
20317,35,single
20318,30,single
20319,42,married
20320,32,single
20321,45,married
20322,33,married
20323,59,married
20324,37,married
20325,40,married
20326,32,single
20327,32,married
20328,51,single
20329,31,married
20330,33,married
20331,37,single
20332,59,married
20333,32,married
20334,30,single
20335,38,married
20336,52,married
20337,32,married
20338,37,married
20339,34,single
20340,30,single
20341,33,single
20342,32,single
20343,30,married
20344,43,married
20345,31,single
20346,43,married
20347,31,married
20348,31,single
20349,47,married
20350,49,married
20351,32,single
20352,30,single
20353,56,divorced
20354,59,married
20355,47,married
20356,30,married
20357,50,married
20358,42,married
20359,53,married
20360,51,married
20361,43,married
20362,36,divorced
20363,31,married
20364,55,married
20365,34,married
20366,37,married
20367,40,divorced
20368,41,married
20369,59,married
20370,55,married
20371,39,married
20372,35,single
20373,59,married
20374,48,married
20375,46,divorced
20376,50,married
20377,38,single
20378,57,married
20379,35,single
20380,53,divorced
20381,34,married
20382,44,divorced
20383,30,single
20384,53,married
20385,58,married
20386,34,married
20387,38,married
20388,34,married
20389,33,single
20390,50,married
20391,56,married
20392,31,single
20393,50,married
20394,45,married
20395,34,single
20396,33,married
20397,52,married
20398,32,single
20399,44,married
20400,47,married
20401,40,married
20402,59,divorced
20403,30,single
20404,30,single
20405,50,divorced
20406,32,married
20407,46,married
20408,32,divorced
20409,59,married
20410,60,married
20411,57,married
20412,58,married
20413,39,married
20414,31,single
20415,36,married
20416,56,married
20417,51,married
20418,33,married
20419,35,married
20420,56,married
20421,44,married
20422,49,divorced
20423,44,divorced
20424,54,married
20425,33,divorced
20426,31,single
20427,37,married
20428,33,married
20429,30,married
20430,49,married
20431,31,single
20432,33,married
20433,48,single
20434,39,married
20435,30,divorced
20436,46,married
20437,41,single
20438,57,married
20439,49,married
20440,54,married
20441,30,married
20442,31,single
20443,30,single
20444,35,married
20445,35,married
20446,58,married
20447,40,married
20448,31,married
20449,42,divorced
20450,42,single
20451,46,married
20452,59,married
20453,58,married
20454,32,divorced
20455,49,married
20456,34,single
20457,33,single
20458,30,single
20459,39,married
20460,34,married
20461,32,single
20462,52,married
20463,58,married
20464,49,married
20465,36,single
20466,30,single
20467,36,married
20468,35,married
20469,30,single
20470,59,married
20471,37,single
20472,30,single
20473,31,single
20474,34,single
20475,56,married
20476,47,married
20477,58,married
20478,30,single
20479,37,single
20480,50,married
20481,54,married
20482,54,single
20483,32,single
20484,51,married
20485,40,married
20486,32,single
20487,30,single
20488,31,married
20489,30,single
20490,31,single
20491,34,single
20492,47,married
20493,41,married
20494,30,single
20495,55,divorced
20496,38,divorced
20497,41,married
20498,36,divorced
20499,45,married
20500,52,married
20501,35,married
20502,37,married
20503,54,married
20504,47,single
20505,32,single
20506,53,married
20507,50,married
20508,33,single
20509,30,married
20510,44,married
20511,31,single
20512,30,single
20513,53,married
20514,35,married
20515,33,single
20516,30,single
20517,42,divorced
20518,30,single
20519,30,single
20520,43,married
20521,59,married
20522,33,single
20523,33,married
20524,39,married
20525,34,single
20526,52,married
20527,54,married
20528,45,married
20529,52,married
20530,33,married
20531,49,married
20532,46,married
20533,35,single
20534,34,married
20535,30,single
20536,59,married
20537,33,married
20538,38,married
20539,31,married
20540,48,divorced
20541,34,married
20542,31,single
20543,52,married
20544,54,married
20545,35,married
20546,57,divorced
20547,45,married
20548,57,married
20549,34,single
20550,30,single
20551,47,married
20552,37,married
20553,58,divorced
20554,38,single
20555,54,married
20556,44,married
20557,43,married
20558,57,divorced
20559,38,single
20560,46,married
20561,57,married
20562,41,divorced
20563,49,married
20564,32,single
20565,38,married
20566,31,married
20567,46,married
20568,58,married
20569,30,married
20570,33,married
20571,30,single
20572,45,married
20573,54,married
20574,35,married
20575,49,married
20576,55,married
20577,45,married
20578,30,married
20579,52,divorced
20580,54,married
20581,30,single
20582,42,married
20583,38,married
20584,34,divorced
20585,31,single
20586,34,married
20587,39,married
20588,50,married
20589,35,married
20590,60,married
20591,36,single
20592,47,married
20593,60,married
20594,33,married
20595,59,married
20596,48,married
20597,30,single
20598,49,married
20599,58,married
20600,55,married
20601,31,married
20602,54,divorced
20603,49,married
20604,60,married
20605,31,married
20606,34,married
20607,45,married
20608,43,single
20609,30,single
20610,57,married
20611,59,married
20612,32,single
20613,55,married
20614,49,married
20615,36,single
20616,52,married
20617,49,married
20618,50,married
20619,40,divorced
20620,41,married
20621,49,married
20622,38,married
20623,49,married
20624,31,single
20625,48,married
20626,54,married
20627,31,single
20628,31,divorced
20629,46,single
20630,34,single
20631,34,married
20632,47,married
20633,39,married
20634,54,married
20635,31,single
20636,42,married
20637,31,single
20638,33,single
20639,30,single
20640,47,married
20641,54,married
20642,54,married
20643,40,married
20644,31,single
20645,47,married
20646,32,married
20647,32,married
20648,59,married
20649,58,married
20650,33,married
20651,47,married
20652,48,married
20653,50,married
20654,45,married
20655,60,married
20656,32,single
20657,42,single
20658,49,divorced
20659,30,single
20660,32,single
20661,30,single
20662,47,divorced
20663,48,married
20664,51,married
20665,54,married
20666,37,single
20667,54,divorced
20668,52,married
20669,44,single
20670,36,married
20671,49,married
20672,48,married
20673,59,married
20674,33,married
20675,33,married
20676,36,married
20677,48,married
20678,44,married
20679,55,married
20680,50,married
20681,30,single
20682,58,married
20683,32,single
20684,56,married
20685,44,married
20686,32,married
20687,33,divorced
20688,31,single
20689,51,married
20690,43,married
20691,41,single
20692,34,single
20693,50,married
20694,57,married
20695,33,married
20696,49,married
20697,50,married
20698,41,married
20699,60,married
20700,34,married
20701,45,married
20702,55,married
20703,33,married
20704,45,married
20705,55,married
20706,52,married
20707,52,married
20708,33,single
20709,45,divorced
20710,52,married
20711,46,married
20712,37,married
20713,46,married
20714,52,married
20715,57,married
20716,38,single
20717,32,married
20718,51,married
20719,31,single
20720,46,married
20721,31,married
20722,32,married
20723,35,married
20724,52,married
20725,40,married
20726,45,married
20727,60,married
20728,54,married
20729,59,married
20730,57,divorced
20731,54,married
20732,52,married
20733,51,married
20734,35,married
20735,51,married
20736,31,single
20737,32,single
20738,41,married
20739,32,single
20740,51,divorced
20741,49,married
20742,33,married
20743,39,married
20744,45,divorced
20745,36,divorced
20746,58,married
20747,49,married
20748,38,married
20749,38,married
20750,57,married
20751,45,married
20752,51,married
20753,50,married
20754,31,single
20755,45,married
20756,54,married
20757,34,single
20758,56,married
20759,47,married
20760,53,married
20761,53,married
20762,55,married
20763,56,married
20764,48,divorced
20765,33,single
20766,35,married
20767,56,married
20768,54,married
20769,37,married
20770,58,married
20771,50,married
20772,49,married
20773,58,married
20774,60,married
20775,48,married
20776,33,married
20777,59,married
20778,32,married
20779,50,married
20780,52,divorced
20781,47,married
20782,58,single
20783,50,divorced
20784,34,single
20785,40,married
20786,51,married
20787,41,divorced
20788,34,married
20789,32,single
20790,38,married
20791,60,married
20792,49,married
20793,34,single
20794,55,married
20795,40,divorced
20796,49,married
20797,51,divorced
20798,31,single
20799,42,married
20800,51,married
20801,33,married
20802,55,married
20803,42,married
20804,36,single
20805,37,single
20806,39,married
20807,35,single
20808,32,single
20809,51,married
20810,43,single
20811,50,married
20812,50,married
20813,55,married
20814,58,married
20815,48,married
20816,47,married
20817,39,married
20818,31,single
20819,51,married
20820,41,married
20821,59,married
20822,45,married
20823,52,divorced
20824,31,married
20825,32,single
20826,38,single
20827,48,married
20828,39,married
20829,53,married
20830,35,divorced
20831,36,single
20832,36,single
20833,40,married
20834,30,single
20835,60,married
20836,40,married
20837,33,married
20838,51,married
20839,36,divorced
20840,45,divorced
20841,47,married
20842,34,single
20843,57,married
20844,58,married
20845,36,married
20846,40,divorced
20847,45,single
20848,52,married
20849,53,married
20850,43,married
20851,47,married
20852,59,married
20853,59,married
20854,33,divorced
20855,55,married
20856,30,single
20857,34,married
20858,41,divorced
20859,35,divorced
20860,34,married
20861,52,single
20862,35,single
20863,41,divorced
20864,31,single
20865,40,married
20866,44,divorced
20867,31,married
20868,30,single
20869,50,married
20870,32,single
20871,58,single
20872,56,married
20873,30,married
20874,48,married
20875,54,married
20876,51,married
20877,59,married
20878,34,single
20879,43,divorced
20880,39,married
20881,47,married
20882,48,divorced
20883,32,married
20884,58,married
20885,36,married
20886,32,married
20887,30,married
20888,53,divorced
20889,47,married
20890,33,married
20891,56,divorced
20892,30,married
20893,30,divorced
20894,35,single
20895,37,married
20896,30,single
20897,35,married
20898,33,married
20899,59,married
20900,34,single
20901,41,single
20902,42,married
20903,30,single
20904,59,married
20905,42,married
20906,47,married
20907,43,married
20908,50,married
20909,48,married
20910,40,divorced
20911,35,married
20912,47,married
20913,47,married
20914,60,married
20915,44,divorced
20916,53,married
20917,32,married
20918,30,married
20919,30,single
20920,51,married
20921,56,married
20922,30,single
20923,47,married
20924,56,married
20925,54,married
20926,36,single
20927,34,married
20928,36,married
20929,32,single
20930,30,married
20931,42,married
20932,34,married
20933,56,married
20934,40,single
20935,37,single
20936,59,single
20937,31,single
20938,38,married
20939,45,married
20940,40,married
20941,42,married
20942,42,single
20943,58,married
20944,50,divorced
20945,48,married
20946,52,divorced
20947,52,married
20948,40,married
20949,31,married
20950,35,married
20951,38,single
20952,51,married
20953,48,married
20954,35,single
20955,30,single
20956,54,married
20957,34,married
20958,36,married
20959,36,married
20960,42,married
20961,58,married
20962,38,single
20963,40,married
20964,34,divorced
20965,48,married
20966,39,divorced
20967,33,married
20968,57,divorced
20969,37,divorced
20970,53,married
20971,39,married
20972,43,divorced
20973,59,married
20974,32,married
20975,42,married
20976,58,married
20977,33,single
20978,48,married
20979,43,married
20980,36,married
20981,35,single
20982,57,married
20983,36,married
20984,43,divorced
20985,41,divorced
20986,47,married
20987,40,married
20988,47,divorced
20989,35,married
20990,35,single
20991,48,married
20992,33,single
20993,56,married
20994,55,married
20995,31,married
20996,43,married
20997,44,married
20998,41,married
20999,54,married
21000,56,divorced
21001,35,single
21002,30,married
21003,37,single
21004,55,married
21005,36,married
21006,54,married
21007,30,single
21008,57,married
21009,34,single
21010,59,married
21011,39,married
21012,57,married
21013,47,divorced
21014,30,married
21015,50,single
21016,47,married
21017,57,married
21018,32,single
21019,40,single
21020,34,married
21021,44,married
21022,39,single
21023,33,single
21024,58,married
21025,60,married
21026,35,single
21027,36,single
21028,36,married
21029,34,single
21030,51,married
21031,30,single
21032,50,married
21033,37,married
21034,32,married
21035,59,married
21036,34,single
21037,49,married
21038,41,divorced
21039,52,married
21040,42,single
21041,35,married
21042,33,single
21043,31,single
21044,32,married
21045,36,married
21046,42,divorced
21047,48,married
21048,31,single
21049,56,married
21050,43,married
21051,30,single
21052,30,married
21053,35,single
21054,47,married
21055,31,married
21056,54,married
21057,39,married
21058,30,single
21059,33,single
21060,58,married
21061,60,married
21062,54,divorced
21063,55,married
21064,51,married
21065,45,married
21066,30,single
21067,47,married
21068,39,divorced
21069,32,single
21070,46,married
21071,57,married
21072,52,married
21073,30,single
21074,51,married
21075,59,married
21076,30,single
21077,31,single
21078,38,single
21079,55,married
21080,34,married
21081,39,single
21082,45,married
21083,42,married
21084,57,married
21085,51,married
21086,40,single
21087,47,married
21088,34,single
21089,44,married
21090,30,single
21091,46,married
21092,61,married
21093,59,married
21094,50,married
21095,37,divorced
21096,31,married
21097,57,divorced
21098,56,married
21099,58,married
21100,35,single
21101,33,single
21102,32,single
21103,43,married
21104,36,single
21105,45,married
21106,48,single
21107,38,married
21108,40,single
21109,45,married
21110,43,married
21111,46,married
21112,33,single
21113,43,married
21114,49,married
21115,60,married
21116,42,married
21117,30,married
21118,48,married
21119,32,married
21120,60,married
21121,32,married
21122,30,married
21123,42,divorced
21124,60,married
21125,32,single
21126,49,married
21127,46,married
21128,46,married
21129,33,married
21130,51,divorced
21131,34,married
21132,30,married
21133,32,single
21134,46,married
21135,48,married
21136,57,married
21137,44,divorced
21138,38,married
21139,32,married
21140,59,divorced
21141,47,married
21142,34,married
21143,33,married
21144,36,married
21145,47,married
21146,56,married
21147,44,married
21148,49,married
21149,60,married
21150,31,single
21151,30,single
21152,47,married
21153,32,married
21154,44,divorced
21155,57,married
21156,51,married
21157,42,married
21158,50,married
21159,42,married
21160,52,married
21161,39,married
21162,37,married
21163,34,single
21164,30,single
21165,30,single
21166,46,divorced
21167,32,married
21168,59,married
21169,51,married
21170,35,married
21171,51,divorced
21172,36,married
21173,58,married
21174,45,married
21175,33,married
21176,50,single
21177,34,married
