,y,loan,bank_arg1
25246,no,yes,0.3
25247,no,no,0.11
25248,no,no,0.2
25249,no,no,0.13
25250,no,no,0.17
25251,yes,no,0.55
25252,no,no,0.16
25253,no,no,0.19
25254,no,no,0.11
25255,no,no,0.16
25256,no,no,0.1
25257,no,no,0.17
25258,no,no,0.16
25259,no,no,0.19
25260,no,no,0.13
25261,no,yes,0.32
25262,no,no,0.12
25263,no,no,0.16
25264,no,no,0.14
25265,no,no,0.13
25266,no,yes,0.4
25267,no,no,0.14
25268,no,no,0.14
25269,no,no,0.12
25270,no,no,0.11
25271,no,no,0.15
25272,no,no,0.13
25273,no,no,0.15
25274,no,yes,0.36
25275,no,no,0.17
25276,no,yes,0.37
25277,no,no,0.12
25278,no,yes,0.3
25279,no,no,0.15
25280,no,yes,0.38
25281,no,no,0.17
25282,no,no,0.11
25283,no,no,0.17
25284,no,no,0.1
25285,no,no,0.16
25286,no,no,0.13
25287,no,no,0.12
25288,no,no,0.2
25289,no,no,0.1
25290,no,no,0.1
25291,no,no,0.16
25292,no,no,0.17
25293,no,no,0.13
25294,no,no,0.12
25295,no,no,0.17
25296,no,no,0.17
25297,no,yes,0.33
25298,no,no,0.18
25299,no,yes,0.4
25300,no,no,0.1
25301,no,yes,0.38
25302,no,no,0.11
25303,no,yes,0.36
25304,no,no,0.13
25305,no,no,0.2
25306,no,no,0.18
25307,no,no,0.13
25308,no,no,0.18
25309,no,yes,0.3
25310,no,no,0.14
25311,no,no,0.13
25312,no,yes,0.31
25313,no,no,0.11
25314,no,no,0.11
25315,no,no,0.17
25316,no,no,0.1
25317,no,yes,0.33
25318,no,no,0.13
25319,no,no,0.14
25320,no,no,0.13
25321,no,no,0.17
25322,yes,no,0.56
25323,no,no,0.19
25324,no,no,0.11
25325,no,no,0.1
25326,no,no,0.11
25327,no,no,0.2
25328,yes,no,0.56
25329,no,yes,0.4
25330,no,no,0.17
25331,no,yes,0.38
25332,no,no,0.16
25333,no,no,0.15
25334,no,yes,0.35
25335,no,no,0.15
25336,no,yes,0.37
25337,no,no,0.13
25338,no,no,0.17
25339,no,yes,0.37
25340,no,no,0.13
25341,no,no,0.17
25342,no,no,0.13
25343,no,no,0.12
25344,no,no,0.13
25345,no,yes,0.36
25346,no,no,0.19
25347,no,no,0.13
25348,no,no,0.2
25349,no,no,0.11
25350,no,no,0.11
25351,no,no,0.12
25352,no,no,0.12
25353,no,no,0.18
25354,no,no,0.13
25355,no,yes,0.33
25356,no,yes,0.4
25357,no,yes,0.38
25358,no,no,0.15
25359,no,yes,0.37
25360,no,no,0.19
25361,no,yes,0.39
25362,no,yes,0.33
25363,no,no,0.1
25364,no,no,0.1
25365,no,no,0.2
25366,no,no,0.16
25367,no,no,0.1
25368,no,no,0.14
25369,no,no,0.18
25370,no,yes,0.31
25371,no,no,0.11
25372,no,no,0.17
25373,no,no,0.11
25374,no,yes,0.32
25375,no,no,0.12
25376,no,no,0.19
25377,no,no,0.16
25378,no,yes,0.4
25379,no,no,0.1
25380,no,no,0.19
25381,no,yes,0.4
25382,no,no,0.17
25383,no,no,0.2
25384,no,no,0.14
25385,no,no,0.11
25386,no,no,0.1
25387,no,yes,0.36
25388,no,no,0.2
25389,no,no,0.19
25390,no,no,0.14
25391,no,no,0.2
25392,no,yes,0.34
25393,no,no,0.11
25394,no,no,0.12
25395,no,yes,0.31
25396,no,no,0.12
25397,no,no,0.2
25398,no,no,0.14
25399,no,no,0.13
25400,no,no,0.14
25401,no,no,0.16
25402,no,no,0.15
25403,no,no,0.19
25404,no,no,0.2
25405,no,yes,0.3
25406,no,no,0.17
25407,yes,no,0.54
25408,no,yes,0.32
25409,no,yes,0.34
25410,no,yes,0.35
25411,no,no,0.18
25412,no,no,0.16
25413,no,no,0.12
25414,no,yes,0.3
25415,no,no,0.19
25416,no,yes,0.33
25417,no,no,0.16
25418,yes,no,0.55
25419,no,no,0.19
25420,no,no,0.14
25421,no,no,0.16
25422,no,no,0.13
25423,no,no,0.12
25424,no,no,0.15
25425,no,yes,0.32
25426,no,no,0.14
25427,no,yes,0.33
25428,no,no,0.1
25429,no,no,0.17
25430,yes,no,0.54
25431,no,no,0.2
25432,no,no,0.13
25433,no,no,0.18
25434,no,yes,0.39
25435,no,no,0.11
25436,no,yes,0.36
25437,no,no,0.1
25438,no,no,0.11
25439,no,no,0.17
25440,no,no,0.13
25441,no,no,0.19
25442,no,yes,0.32
25443,no,no,0.15
25444,no,yes,0.36
25445,no,no,0.2
25446,no,no,0.2
25447,no,no,0.15
25448,no,no,0.18
25449,no,no,0.11
25450,no,no,0.16
25451,no,no,0.18
25452,no,no,0.1
25453,no,no,0.13
25454,no,no,0.19
25455,no,no,0.16
25456,no,no,0.2
25457,yes,no,0.5
25458,no,no,0.11
25459,no,no,0.11
25460,no,no,0.11
25461,no,no,0.14
25462,no,no,0.13
25463,no,yes,0.32
25464,no,no,0.2
25465,no,no,0.18
25466,no,no,0.1
25467,yes,no,0.51
25468,no,no,0.11
25469,no,no,0.19
25470,no,no,0.18
25471,yes,no,0.53
25472,no,no,0.18
25473,no,no,0.13
25474,no,yes,0.31
25475,no,no,0.1
25476,no,yes,0.39
25477,no,no,0.15
25478,no,no,0.18
25479,no,no,0.2
25480,no,no,0.1
25481,no,yes,0.4
25482,no,no,0.16
25483,no,no,0.15
25484,no,yes,0.37
25485,no,no,0.11
25486,no,no,0.15
25487,no,no,0.13
25488,no,no,0.11
25489,no,no,0.13
25490,no,no,0.1
25491,no,yes,0.37
25492,no,no,0.12
25493,no,yes,0.31
25494,no,yes,0.33
25495,no,no,0.15
25496,no,no,0.17
25497,no,no,0.18
25498,no,no,0.14
25499,no,no,0.17
25500,no,yes,0.38
25501,no,no,0.11
25502,no,no,0.14
25503,no,no,0.15
25504,no,no,0.14
25505,no,no,0.16
25506,no,no,0.13
25507,no,yes,0.36
25508,no,no,0.19
25509,no,no,0.12
25510,no,no,0.2
25511,no,yes,0.3
25512,no,no,0.12
25513,no,no,0.2
25514,no,no,0.11
25515,no,yes,0.3
25516,no,no,0.14
25517,no,no,0.14
25518,no,no,0.1
25519,no,no,0.18
25520,no,no,0.16
25521,no,no,0.15
25522,no,no,0.18
25523,no,no,0.2
25524,no,no,0.18
25525,no,no,0.16
25526,no,no,0.12
25527,no,no,0.17
25528,no,yes,0.4
25529,no,no,0.2
25530,no,no,0.14
25531,no,yes,0.36
25532,no,no,0.1
25533,no,yes,0.36
25534,no,no,0.19
25535,no,no,0.16
25536,no,no,0.11
25537,no,no,0.12
25538,no,no,0.14
25539,no,no,0.1
25540,no,no,0.16
25541,no,no,0.19
25542,no,no,0.12
25543,no,no,0.14
25544,no,no,0.18
25545,no,no,0.17
25546,no,no,0.1
25547,no,no,0.2
25548,no,no,0.1
25549,no,yes,0.35
25550,no,no,0.11
25551,no,no,0.14
25552,no,yes,0.4
25553,no,no,0.18
25554,no,yes,0.3
25555,yes,no,0.59
25556,no,no,0.2
25557,no,no,0.1
25558,no,no,0.11
25559,no,no,0.15
25560,no,no,0.17
25561,yes,yes,0.78
25562,yes,no,0.51
25563,yes,yes,0.71
25564,no,no,0.16
25565,no,yes,0.38
25566,no,no,0.11
25567,no,no,0.18
25568,no,no,0.12
25569,no,yes,0.3
25570,no,yes,0.31
25571,no,no,0.14
25572,no,yes,0.31
25573,no,no,0.15
25574,no,no,0.18
25575,no,yes,0.4
25576,no,no,0.17
25577,no,no,0.17
25578,no,no,0.18
25579,no,no,0.15
25580,no,no,0.2
25581,no,no,0.1
25582,no,no,0.13
25583,no,no,0.13
25584,no,no,0.14
25585,no,no,0.16
25586,no,yes,0.3
25587,no,no,0.13
25588,no,no,0.17
25589,yes,yes,0.79
25590,no,no,0.11
25591,no,no,0.2
25592,no,no,0.14
25593,no,no,0.13
25594,no,no,0.18
25595,no,no,0.19
25596,no,no,0.16
25597,no,yes,0.3
25598,no,no,0.16
25599,no,no,0.15
25600,no,no,0.15
25601,no,no,0.18
25602,no,yes,0.32
25603,no,no,0.11
25604,no,no,0.11
25605,no,no,0.15
25606,no,yes,0.32
25607,yes,no,0.54
25608,no,yes,0.32
25609,no,yes,0.3
25610,no,no,0.11
25611,yes,no,0.52
25612,no,no,0.19
25613,no,no,0.17
25614,no,no,0.1
25615,no,no,0.13
25616,no,yes,0.35
25617,no,no,0.2
25618,no,yes,0.31
25619,no,no,0.2
25620,no,no,0.16
25621,no,no,0.11
25622,no,no,0.14
25623,no,no,0.12
25624,no,no,0.18
25625,no,no,0.1
25626,no,no,0.13
25627,yes,no,0.55
25628,no,no,0.2
25629,no,no,0.14
25630,no,yes,0.37
25631,no,no,0.16
25632,no,no,0.17
25633,no,no,0.2
25634,no,no,0.19
25635,no,no,0.16
25636,no,no,0.2
25637,no,yes,0.36
25638,no,no,0.1
25639,no,no,0.1
25640,no,yes,0.38
25641,no,yes,0.34
25642,no,no,0.17
25643,no,no,0.16
25644,no,no,0.11
25645,no,no,0.17
25646,no,no,0.13
25647,no,yes,0.4
25648,no,no,0.13
25649,no,no,0.19
25650,no,no,0.15
25651,no,no,0.17
25652,no,no,0.19
25653,no,yes,0.33
25654,no,no,0.18
25655,no,no,0.2
25656,no,no,0.13
25657,no,no,0.14
25658,no,no,0.12
25659,no,no,0.16
25660,no,yes,0.33
25661,yes,no,0.54
25662,yes,no,0.56
25663,no,no,0.12
25664,no,no,0.2
25665,no,no,0.1
25666,no,no,0.18
25667,no,no,0.19
25668,no,no,0.13
25669,no,no,0.16
25670,no,no,0.16
25671,no,no,0.11
25672,no,no,0.1
25673,no,no,0.14
25674,yes,no,0.54
25675,no,no,0.15
25676,no,no,0.2
25677,no,no,0.14
25678,no,yes,0.36
25679,no,no,0.15
25680,no,no,0.14
25681,no,no,0.12
25682,no,no,0.14
25683,no,no,0.17
25684,no,no,0.14
25685,no,no,0.14
25686,no,no,0.18
25687,no,no,0.15
25688,no,yes,0.39
25689,no,no,0.18
25690,no,no,0.12
25691,no,no,0.19
25692,yes,no,0.54
25693,no,no,0.13
25694,no,no,0.18
25695,no,no,0.2
25696,no,no,0.1
25697,no,no,0.17
25698,no,no,0.18
25699,no,no,0.19
25700,no,no,0.14
25701,yes,no,0.5
25702,no,no,0.13
25703,no,no,0.18
25704,no,no,0.14
25705,no,no,0.15
25706,no,no,0.19
25707,no,no,0.2
25708,no,no,0.15
25709,no,no,0.15
25710,no,no,0.1
25711,no,no,0.13
25712,no,no,0.13
25713,no,no,0.17
25714,no,yes,0.33
25715,no,no,0.13
25716,no,no,0.14
25717,no,yes,0.36
25718,no,no,0.2
25719,no,no,0.11
25720,no,no,0.18
25721,no,no,0.16
25722,no,no,0.15
25723,no,no,0.17
25724,no,no,0.14
25725,no,no,0.11
25726,no,yes,0.35
25727,no,no,0.2
25728,no,no,0.11
25729,yes,no,0.54
25730,no,no,0.12
25731,no,no,0.2
25732,yes,no,0.5
25733,no,no,0.19
25734,no,yes,0.31
25735,no,yes,0.34
25736,no,no,0.12
25737,no,no,0.14
25738,no,no,0.14
25739,yes,no,0.51
25740,no,no,0.14
25741,no,no,0.11
25742,no,yes,0.31
25743,no,no,0.1
25744,no,no,0.2
25745,no,no,0.2
25746,no,yes,0.33
25747,no,no,0.16
25748,no,no,0.12
25749,no,no,0.11
25750,no,no,0.17
25751,no,no,0.18
25752,no,no,0.15
25753,no,no,0.12
25754,no,no,0.18
25755,no,no,0.17
25756,no,no,0.12
25757,no,yes,0.38
25758,no,yes,0.32
25759,no,no,0.18
25760,no,no,0.2
25761,no,yes,0.36
25762,no,yes,0.36
25763,no,no,0.15
25764,no,no,0.13
25765,no,no,0.1
25766,no,no,0.19
25767,no,no,0.17
25768,no,no,0.18
25769,no,no,0.17
25770,no,no,0.19
25771,no,yes,0.39
25772,no,yes,0.38
25773,no,no,0.17
25774,no,no,0.13
25775,no,yes,0.32
25776,no,no,0.12
25777,no,no,0.17
25778,no,no,0.13
25779,no,no,0.12
25780,no,no,0.17
25781,no,yes,0.37
25782,no,no,0.17
25783,no,no,0.14
25784,no,no,0.2
25785,no,yes,0.31
25786,no,no,0.11
25787,no,yes,0.32
25788,no,no,0.1
25789,no,no,0.13
25790,no,no,0.13
25791,no,yes,0.37
25792,no,no,0.2
25793,no,no,0.13
25794,no,yes,0.32
25795,no,yes,0.39
25796,no,no,0.18
25797,no,no,0.13
25798,no,no,0.15
25799,no,no,0.11
25800,no,no,0.1
25801,no,no,0.19
25802,no,no,0.13
25803,no,no,0.12
25804,no,no,0.18
25805,no,no,0.16
25806,no,no,0.12
25807,no,no,0.17
25808,no,no,0.19
25809,no,no,0.14
25810,no,no,0.2
25811,no,yes,0.38
25812,no,yes,0.3
25813,no,no,0.16
25814,no,no,0.16
25815,no,no,0.14
25816,no,yes,0.37
25817,no,yes,0.35
25818,no,no,0.19
25819,no,no,0.14
25820,no,no,0.12
25821,no,no,0.14
25822,no,no,0.13
25823,no,no,0.17
25824,no,no,0.15
25825,no,no,0.1
25826,no,yes,0.31
25827,no,yes,0.37
25828,no,no,0.16
25829,no,no,0.14
25830,no,yes,0.38
25831,no,no,0.17
25832,no,no,0.11
25833,no,no,0.12
25834,no,no,0.14
25835,no,no,0.19
25836,no,no,0.2
25837,no,no,0.14
25838,no,no,0.18
25839,no,no,0.16
25840,no,no,0.13
25841,no,no,0.16
25842,no,no,0.14
25843,no,no,0.14
25844,no,no,0.15
25845,yes,no,0.57
25846,no,no,0.11
25847,no,no,0.18
25848,no,no,0.16
25849,no,no,0.13
25850,no,no,0.16
25851,no,no,0.13
25852,no,no,0.12
25853,no,no,0.12
25854,no,no,0.13
25855,no,no,0.19
25856,no,no,0.13
25857,no,yes,0.34
25858,no,yes,0.37
25859,no,yes,0.34
25860,no,yes,0.34
25861,no,no,0.14
25862,no,yes,0.31
25863,no,no,0.13
25864,no,no,0.18
25865,no,no,0.12
25866,no,no,0.13
25867,no,no,0.11
25868,no,no,0.16
25869,no,yes,0.33
25870,no,yes,0.32
25871,no,no,0.19
25872,no,no,0.17
25873,no,no,0.18
25874,no,no,0.18
25875,no,no,0.18
25876,no,no,0.19
25877,no,no,0.14
25878,no,no,0.16
25879,no,no,0.12
25880,no,no,0.1
25881,no,no,0.1
25882,yes,yes,0.73
25883,no,no,0.16
25884,no,yes,0.36
25885,no,no,0.14
25886,no,no,0.12
25887,no,no,0.2
25888,no,no,0.16
25889,no,no,0.19
25890,no,no,0.15
25891,no,no,0.2
25892,no,no,0.13
25893,no,no,0.1
25894,no,yes,0.34
25895,no,yes,0.33
25896,no,no,0.15
25897,no,no,0.15
25898,no,no,0.16
25899,no,no,0.14
25900,no,no,0.11
25901,yes,no,0.51
25902,no,no,0.13
25903,no,no,0.14
25904,no,no,0.18
25905,no,no,0.17
25906,no,yes,0.4
25907,no,no,0.13
25908,no,no,0.19
25909,yes,no,0.5
25910,no,no,0.15
25911,no,no,0.17
25912,no,no,0.15
25913,no,no,0.19
25914,no,no,0.19
25915,no,no,0.2
25916,no,no,0.13
25917,no,no,0.13
25918,no,no,0.16
25919,no,yes,0.36
25920,no,yes,0.38
25921,no,no,0.18
25922,no,no,0.11
25923,no,no,0.16
25924,no,no,0.12
25925,yes,no,0.58
25926,no,no,0.13
25927,no,yes,0.38
25928,no,no,0.14
25929,no,no,0.1
25930,no,no,0.12
25931,no,no,0.12
25932,yes,no,0.57
25933,no,no,0.2
25934,yes,no,0.5
25935,no,no,0.17
25936,no,no,0.12
25937,no,no,0.13
25938,no,no,0.11
25939,no,no,0.18
25940,no,no,0.15
25941,no,yes,0.35
25942,no,no,0.17
25943,no,no,0.16
25944,no,yes,0.37
25945,no,yes,0.38
25946,no,no,0.16
25947,no,no,0.19
25948,yes,yes,0.71
25949,no,no,0.19
25950,no,no,0.2
25951,no,no,0.14
25952,no,no,0.12
25953,no,no,0.13
25954,no,no,0.15
25955,no,no,0.16
25956,no,yes,0.39
25957,no,no,0.18
25958,no,no,0.2
25959,no,no,0.2
25960,no,no,0.19
25961,no,yes,0.33
25962,no,no,0.16
25963,no,no,0.12
25964,no,yes,0.35
25965,yes,no,0.59
25966,no,no,0.2
25967,no,no,0.14
25968,no,yes,0.31
25969,no,no,0.18
25970,no,yes,0.34
25971,no,no,0.1
25972,no,yes,0.36
25973,no,no,0.1
25974,no,no,0.19
25975,no,no,0.18
25976,no,no,0.2
25977,no,no,0.19
25978,no,no,0.2
25979,yes,no,0.53
25980,no,no,0.1
25981,no,no,0.14
25982,no,no,0.13
25983,no,no,0.15
25984,yes,no,0.6
25985,no,no,0.11
25986,no,no,0.13
25987,no,yes,0.31
25988,no,no,0.18
25989,no,yes,0.38
25990,no,yes,0.32
25991,no,no,0.19
25992,no,yes,0.35
25993,no,no,0.2
25994,no,no,0.2
25995,no,no,0.15
25996,no,no,0.12
25997,no,no,0.13
25998,no,no,0.1
25999,no,no,0.12
26000,no,no,0.13
26001,no,no,0.11
26002,no,no,0.11
26003,no,no,0.1
26004,no,yes,0.32
26005,no,no,0.2
26006,no,no,0.2
26007,no,no,0.18
26008,no,no,0.17
26009,no,no,0.17
26010,no,no,0.19
26011,no,no,0.1
26012,no,no,0.17
26013,no,no,0.12
26014,no,no,0.1
26015,yes,no,0.5
26016,no,no,0.14
26017,no,no,0.19
26018,yes,no,0.6
26019,no,no,0.13
26020,no,no,0.14
26021,no,no,0.14
26022,no,yes,0.39
26023,no,no,0.19
26024,no,no,0.11
26025,no,no,0.1
26026,no,no,0.11
26027,no,no,0.11
26028,yes,no,0.6
26029,no,no,0.18
26030,no,no,0.14
26031,no,no,0.12
26032,no,yes,0.3
26033,no,no,0.2
26034,no,yes,0.36
26035,no,no,0.1
26036,no,no,0.1
26037,no,no,0.13
26038,no,yes,0.4
26039,no,no,0.11
26040,no,no,0.12
26041,no,no,0.17
26042,no,no,0.13
26043,no,no,0.19
26044,yes,no,0.58
26045,no,no,0.17
26046,no,no,0.1
26047,no,no,0.17
26048,no,yes,0.36
26049,no,no,0.1
26050,no,no,0.12
26051,no,no,0.12
26052,no,no,0.1
26053,no,no,0.12
26054,no,no,0.16
26055,no,no,0.1
26056,no,no,0.19
26057,no,no,0.15
26058,no,no,0.16
26059,no,no,0.19
26060,no,no,0.11
26061,no,yes,0.31
26062,no,no,0.12
26063,no,no,0.1
26064,no,yes,0.34
26065,no,no,0.19
26066,no,no,0.13
26067,no,no,0.16
26068,no,no,0.19
26069,no,no,0.13
26070,no,no,0.16
26071,no,no,0.2
26072,no,no,0.18
26073,no,no,0.1
26074,no,no,0.1
26075,no,no,0.12
26076,no,no,0.17
26077,no,no,0.17
26078,no,no,0.1
26079,no,no,0.17
26080,no,no,0.11
26081,no,no,0.2
26082,no,no,0.13
26083,no,no,0.16
26084,no,no,0.14
26085,no,no,0.18
26086,no,no,0.17
26087,no,no,0.11
26088,no,yes,0.35
26089,no,no,0.14
26090,no,no,0.15
26091,no,no,0.16
26092,no,no,0.12
26093,no,no,0.1
26094,no,no,0.17
26095,no,no,0.15
26096,no,no,0.11
26097,no,no,0.1
26098,no,no,0.13
26099,no,no,0.19
26100,yes,no,0.59
26101,no,yes,0.38
26102,no,yes,0.31
26103,no,no,0.18
26104,no,no,0.11
26105,no,no,0.13
26106,no,no,0.12
26107,no,no,0.11
26108,no,yes,0.39
26109,no,no,0.16
26110,yes,no,0.59
26111,no,no,0.14
26112,no,no,0.1
26113,no,yes,0.35
26114,no,yes,0.35
26115,no,no,0.18
26116,no,no,0.17
26117,no,no,0.16
26118,no,yes,0.35
26119,no,yes,0.34
26120,no,no,0.12
26121,no,no,0.17
26122,no,yes,0.32
26123,no,no,0.1
26124,no,no,0.17
26125,no,yes,0.37
26126,no,no,0.15
26127,no,no,0.17
26128,no,no,0.11
26129,no,no,0.2
26130,no,yes,0.37
26131,no,yes,0.37
26132,no,yes,0.38
26133,no,yes,0.4
26134,no,no,0.19
26135,no,no,0.11
26136,no,no,0.15
26137,no,no,0.2
26138,no,no,0.2
26139,no,no,0.11
26140,no,no,0.16
26141,no,no,0.13
26142,no,no,0.11
26143,no,yes,0.32
26144,no,no,0.13
26145,no,yes,0.35
26146,no,no,0.13
26147,no,yes,0.4
26148,no,no,0.18
26149,no,no,0.2
26150,no,no,0.11
26151,no,no,0.18
26152,no,no,0.1
26153,no,no,0.18
26154,no,no,0.14
26155,no,yes,0.3
26156,no,no,0.1
26157,no,no,0.11
26158,no,no,0.14
26159,no,yes,0.3
26160,no,no,0.2
26161,no,no,0.14
26162,no,yes,0.35
26163,no,no,0.2
26164,no,yes,0.34
26165,no,yes,0.36
26166,no,no,0.14
26167,no,no,0.2
26168,no,no,0.16
26169,no,yes,0.33
26170,no,no,0.12
26171,no,no,0.19
26172,no,no,0.2
26173,no,no,0.19
26174,no,no,0.13
26175,no,no,0.19
26176,no,no,0.18
26177,no,no,0.12
26178,no,no,0.14
26179,no,yes,0.4
26180,no,no,0.14
26181,no,no,0.19
26182,no,no,0.2
26183,no,no,0.2
26184,no,no,0.18
26185,no,no,0.18
26186,no,no,0.19
26187,no,no,0.18
26188,no,no,0.19
26189,no,no,0.13
26190,no,no,0.14
26191,no,yes,0.32
26192,yes,yes,0.8
26193,yes,yes,0.74
26194,no,no,0.17
26195,no,no,0.19
26196,no,no,0.2
26197,no,no,0.18
26198,no,no,0.13
26199,no,no,0.18
26200,no,no,0.15
26201,no,no,0.18
26202,no,no,0.15
26203,no,yes,0.32
26204,no,no,0.15
26205,no,yes,0.31
26206,no,no,0.18
26207,no,no,0.19
26208,yes,yes,0.72
26209,no,no,0.11
26210,no,yes,0.38
26211,no,no,0.13
26212,no,no,0.16
26213,no,no,0.13
26214,no,no,0.18
26215,no,no,0.16
26216,yes,no,0.57
26217,no,no,0.18
26218,no,no,0.14
26219,no,no,0.17
26220,no,no,0.13
26221,no,no,0.13
26222,no,no,0.12
26223,no,no,0.13
26224,no,no,0.12
26225,no,no,0.14
26226,no,yes,0.32
26227,no,no,0.1
26228,no,no,0.14
26229,no,no,0.2
26230,no,no,0.13
26231,no,no,0.2
26232,no,yes,0.33
26233,no,yes,0.38
26234,no,no,0.11
26235,no,no,0.14
26236,no,no,0.12
26237,no,yes,0.38
26238,no,no,0.12
26239,no,no,0.12
26240,no,no,0.11
26241,no,no,0.19
26242,no,no,0.19
26243,no,no,0.17
26244,no,no,0.13
26245,no,no,0.15
26246,yes,no,0.59
26247,no,no,0.11
26248,no,yes,0.33
26249,no,no,0.14
26250,yes,no,0.52
26251,yes,no,0.55
26252,no,no,0.18
26253,no,no,0.19
26254,no,no,0.13
26255,no,no,0.16
26256,no,no,0.19
26257,no,yes,0.35
26258,no,no,0.15
26259,no,no,0.17
26260,no,no,0.2
26261,no,no,0.15
26262,no,no,0.15
26263,no,no,0.18
26264,no,no,0.18
26265,no,yes,0.39
26266,yes,no,0.6
26267,no,yes,0.32
26268,no,no,0.13
26269,no,no,0.15
26270,yes,yes,0.8
26271,no,yes,0.35
26272,no,no,0.17
26273,no,no,0.14
26274,no,no,0.2
26275,no,no,0.15
26276,no,no,0.1
26277,no,no,0.2
26278,no,no,0.19
26279,no,no,0.13
26280,no,no,0.15
26281,no,no,0.14
26282,no,yes,0.37
26283,no,no,0.19
26284,no,no,0.19
26285,no,yes,0.34
26286,no,yes,0.31
26287,yes,yes,0.74
26288,no,no,0.2
26289,yes,no,0.53
26290,no,no,0.1
26291,no,yes,0.36
26292,no,no,0.14
26293,no,yes,0.33
26294,no,yes,0.4
26295,no,no,0.15
26296,no,no,0.17
26297,no,no,0.16
26298,no,no,0.17
26299,no,no,0.2
26300,no,no,0.15
26301,no,no,0.17
26302,no,no,0.1
26303,no,yes,0.35
26304,no,no,0.19
26305,no,no,0.12
26306,no,no,0.14
26307,no,no,0.17
26308,no,no,0.16
26309,no,no,0.13
26310,no,no,0.16
26311,no,no,0.15
26312,no,no,0.2
26313,no,no,0.13
26314,no,no,0.16
26315,no,no,0.1
26316,no,no,0.11
26317,no,no,0.15
26318,no,no,0.16
26319,no,no,0.18
26320,no,no,0.13
26321,no,no,0.13
26322,no,no,0.14
26323,no,no,0.11
26324,yes,no,0.54
26325,no,no,0.2
26326,no,no,0.16
26327,no,no,0.19
26328,no,no,0.15
26329,no,no,0.16
26330,yes,no,0.53
26331,no,no,0.15
26332,no,no,0.1
26333,no,no,0.15
26334,no,no,0.18
26335,no,no,0.18
26336,no,yes,0.3
26337,no,yes,0.39
26338,no,no,0.12
26339,no,yes,0.37
26340,no,yes,0.37
26341,no,yes,0.32
26342,no,no,0.16
26343,no,no,0.11
26344,no,yes,0.3
26345,no,no,0.13
26346,no,yes,0.37
26347,no,no,0.15
26348,no,no,0.17
26349,no,no,0.17
26350,no,yes,0.31
26351,no,no,0.12
26352,no,no,0.17
26353,no,no,0.13
26354,no,no,0.11
26355,no,no,0.19
26356,no,no,0.12
26357,no,yes,0.33
26358,no,no,0.16
26359,no,no,0.11
26360,no,no,0.16
26361,no,no,0.14
26362,no,yes,0.3
26363,no,no,0.18
26364,no,yes,0.33
26365,no,no,0.1
26366,yes,yes,0.7
26367,no,no,0.1
26368,no,no,0.1
26369,no,no,0.13
26370,no,no,0.12
26371,yes,no,0.52
26372,no,no,0.2
26373,no,no,0.11
26374,no,no,0.1
26375,no,no,0.15
26376,no,no,0.16
26377,no,no,0.1
26378,no,no,0.14
26379,no,yes,0.37
26380,no,yes,0.31
26381,no,no,0.15
26382,no,no,0.15
26383,no,yes,0.35
26384,no,yes,0.34
26385,no,no,0.13
26386,no,no,0.12
26387,no,no,0.17
26388,no,no,0.16
26389,no,no,0.19
26390,no,no,0.1
26391,no,no,0.14
26392,no,no,0.11
26393,yes,no,0.5
26394,no,yes,0.35
26395,no,no,0.13
26396,no,no,0.17
26397,yes,no,0.55
26398,no,yes,0.34
26399,no,no,0.2
26400,no,yes,0.32
26401,no,no,0.18
26402,no,no,0.17
26403,no,no,0.19
26404,no,no,0.15
26405,no,no,0.11
26406,no,no,0.17
26407,no,no,0.19
26408,no,no,0.15
26409,no,no,0.2
26410,no,no,0.16
26411,no,no,0.14
26412,no,yes,0.3
26413,no,no,0.16
26414,no,yes,0.4
26415,no,no,0.2
26416,no,no,0.17
26417,no,no,0.15
26418,no,yes,0.35
26419,no,yes,0.36
26420,no,no,0.17
26421,no,no,0.19
26422,no,no,0.2
26423,no,no,0.2
26424,no,no,0.19
26425,no,no,0.2
26426,no,no,0.14
26427,no,yes,0.36
26428,no,no,0.13
26429,no,yes,0.37
26430,no,no,0.15
26431,no,no,0.18
26432,no,no,0.16
26433,no,no,0.19
26434,yes,no,0.55
26435,no,no,0.2
26436,no,yes,0.39
26437,yes,no,0.53
26438,no,no,0.13
26439,no,no,0.15
26440,no,no,0.16
26441,no,yes,0.34
26442,no,no,0.13
26443,yes,no,0.5
26444,no,no,0.18
26445,no,yes,0.31
26446,no,no,0.2
26447,no,yes,0.38
26448,no,no,0.12
26449,no,no,0.18
26450,no,no,0.13
26451,no,no,0.11
26452,no,no,0.15
26453,no,no,0.2
26454,no,no,0.15
26455,yes,no,0.55
26456,no,no,0.16
26457,no,no,0.19
26458,no,no,0.12
26459,no,no,0.17
26460,no,no,0.12
26461,no,no,0.18
26462,yes,no,0.59
26463,no,no,0.1
26464,no,no,0.16
26465,no,no,0.17
26466,no,no,0.19
26467,no,no,0.2
26468,no,no,0.14
26469,no,yes,0.33
26470,no,yes,0.35
26471,no,no,0.12
26472,no,no,0.2
26473,no,no,0.11
26474,no,no,0.1
26475,no,yes,0.31
26476,no,no,0.13
26477,no,no,0.19
26478,no,no,0.13
26479,no,no,0.15
26480,no,no,0.14
26481,no,yes,0.38
26482,no,no,0.17
26483,no,no,0.16
26484,no,no,0.19
26485,no,no,0.18
26486,no,no,0.11
26487,no,yes,0.32
26488,no,yes,0.3
26489,no,no,0.16
