,loan,balance,y,bank_arg1
22821,no,-117,no,0.15
22822,no,162,no,0.15
22823,yes,-886,no,0.33
22824,no,1498,no,0.11
22825,no,157,no,0.2
22826,no,-816,no,0.19
22827,no,105,no,0.14
22828,no,154,no,0.11
22829,no,454,no,0.16
22830,no,4874,no,0.14
22831,no,306,no,0.14
22832,no,1052,no,0.1
22833,yes,255,no,0.36
22834,no,6742,no,0.15
22835,yes,31,no,0.3
22836,no,269,no,0.19
22837,no,280,no,0.14
22838,no,135,no,0.14
22839,yes,309,no,0.31
22840,no,925,yes,0.52
22841,no,0,no,0.1
22842,yes,49,no,0.37
22843,no,827,no,0.11
22844,no,1882,yes,0.5
22845,no,130,no,0.2
22846,no,792,yes,0.56
22847,no,1064,no,0.2
22848,no,1841,no,0.18
22849,no,24450,no,0.11
22850,no,103,no,0.17
22851,no,1335,no,0.1
22852,no,29230,no,0.17
22853,no,337,no,0.15
22854,no,79,no,0.15
22855,no,355,no,0.2
22856,yes,61,no,0.38
22857,no,518,no,0.12
22858,no,4213,no,0.19
22859,no,1051,no,0.18
22860,no,230,no,0.1
22861,no,3777,no,0.12
22862,no,179,no,0.18
22863,yes,17,no,0.32
22864,yes,276,no,0.36
22865,no,109,no,0.16
22866,no,657,no,0.18
22867,no,2275,no,0.11
22868,no,244,no,0.12
22869,no,259,no,0.14
22870,no,95,no,0.11
22871,no,6144,no,0.18
22872,no,34,no,0.13
22873,no,981,no,0.1
22874,no,799,no,0.13
22875,no,162,yes,0.52
22876,no,63,no,0.17
22877,no,222,no,0.17
22878,no,1900,no,0.11
22879,no,3367,no,0.18
22880,no,0,no,0.15
22881,yes,255,no,0.4
22882,no,420,no,0.14
22883,no,285,no,0.15
22884,no,185,no,0.15
22885,no,166,no,0.12
22886,no,0,no,0.2
22887,no,3163,no,0.19
22888,no,23,no,0.13
22889,no,31,no,0.1
22890,no,5244,no,0.18
22891,no,1242,no,0.17
22892,yes,4300,no,0.35
22893,no,224,no,0.2
22894,yes,272,no,0.33
22895,no,354,no,0.15
22896,no,1451,no,0.1
22897,no,1331,no,0.2
22898,no,94,no,0.19
22899,no,778,no,0.11
22900,yes,44,no,0.31
22901,no,46,no,0.14
22902,no,1303,no,0.16
22903,no,0,no,0.19
22904,no,0,no,0.13
22905,no,338,no,0.15
22906,no,917,no,0.15
22907,no,1035,yes,0.51
22908,no,0,no,0.13
22909,no,746,yes,0.6
22910,no,333,no,0.16
22911,no,161,no,0.18
22912,no,93,no,0.17
22913,no,268,no,0.13
22914,no,50,no,0.1
22915,no,3674,no,0.2
22916,no,0,no,0.15
22917,no,1499,no,0.1
22918,no,771,no,0.17
22919,no,9864,no,0.13
22920,no,295,no,0.17
22921,no,437,no,0.16
22922,yes,807,no,0.4
22923,no,2536,yes,0.56
22924,no,1322,no,0.15
22925,no,392,no,0.2
22926,no,17297,yes,0.54
22927,no,7073,no,0.15
22928,no,7935,no,0.15
22929,no,1401,no,0.13
22930,yes,526,no,0.3
22931,no,675,no,0.18
22932,no,175,no,0.12
22933,no,0,no,0.15
22934,no,973,no,0.13
22935,no,111,no,0.12
22936,no,39,no,0.11
22937,no,5535,no,0.18
22938,no,22,yes,0.52
22939,no,2251,no,0.19
22940,yes,1578,no,0.3
22941,no,87,no,0.1
22942,no,292,no,0.2
22943,no,2,no,0.11
22944,no,1285,no,0.17
22945,no,1,no,0.1
22946,no,18,no,0.1
22947,no,2625,no,0.12
22948,no,309,no,0.11
22949,yes,409,no,0.35
22950,no,714,no,0.15
22951,no,0,no,0.15
22952,no,10,no,0.13
22953,no,0,no,0.17
22954,no,7005,no,0.2
22955,no,19,no,0.11
22956,no,1326,no,0.1
22957,yes,32,no,0.39
22958,no,250,no,0.18
22959,no,0,no,0.15
22960,no,206,no,0.1
22961,no,1596,no,0.19
22962,no,-370,no,0.19
22963,no,0,no,0.19
22964,no,436,no,0.11
22965,no,0,no,0.11
22966,no,659,no,0.2
22967,no,50,no,0.15
22968,yes,176,no,0.3
22969,no,50,no,0.2
22970,no,1413,no,0.15
22971,yes,31,no,0.33
22972,no,-11,no,0.11
22973,no,276,no,0.17
22974,yes,60,no,0.37
22975,no,-231,no,0.12
22976,no,21,no,0.17
22977,no,-6,no,0.17
22978,no,446,no,0.14
22979,no,222,no,0.19
22980,no,0,no,0.16
22981,no,7838,no,0.18
22982,no,3478,no,0.16
22983,no,121,no,0.18
22984,no,0,no,0.15
22985,no,0,no,0.13
22986,no,-612,no,0.17
22987,yes,15,no,0.37
22988,no,17555,no,0.1
22989,yes,-190,no,0.31
22990,no,0,no,0.12
22991,no,218,no,0.13
22992,no,0,no,0.13
22993,yes,1396,no,0.34
22994,no,0,no,0.14
22995,no,0,no,0.17
22996,no,4644,no,0.19
22997,yes,-166,no,0.38
22998,no,6343,no,0.14
22999,yes,2688,no,0.4
23000,no,965,no,0.1
23001,no,19,no,0.11
23002,no,3096,no,0.1
23003,no,94,no,0.14
23004,no,0,no,0.11
23005,no,316,no,0.15
23006,no,0,no,0.15
23007,no,0,no,0.18
23008,no,630,no,0.13
23009,no,0,no,0.14
23010,no,3,no,0.2
23011,no,272,no,0.11
23012,no,414,no,0.14
23013,no,0,no,0.12
23014,no,29,no,0.11
23015,no,512,no,0.18
23016,no,17,no,0.18
23017,no,188,no,0.2
23018,no,813,no,0.2
23019,no,1752,no,0.18
23020,no,0,no,0.15
23021,no,273,no,0.15
23022,no,19,no,0.18
23023,no,0,no,0.15
23024,yes,827,no,0.33
23025,no,0,no,0.12
23026,no,1313,no,0.11
23027,yes,1764,no,0.33
23028,no,1219,no,0.13
23029,no,798,no,0.15
23030,no,725,no,0.12
23031,no,154,no,0.14
23032,no,0,no,0.12
23033,no,431,no,0.14
23034,yes,9645,no,0.31
23035,no,5167,no,0.17
23036,no,612,no,0.2
23037,no,0,no,0.18
23038,no,0,no,0.16
23039,no,0,no,0.18
23040,yes,73,no,0.31
23041,no,11,no,0.13
23042,no,0,no,0.18
23043,yes,-51,no,0.33
23044,no,588,no,0.16
23045,no,-471,no,0.16
23046,no,579,no,0.14
23047,no,231,yes,0.58
23048,no,2,no,0.15
23049,no,3773,no,0.14
23050,no,-55,no,0.13
23051,no,6,no,0.11
23052,no,608,no,0.11
23053,no,9,no,0.16
23054,no,5,no,0.11
23055,no,145,no,0.17
23056,no,0,no,0.17
23057,no,0,no,0.17
23058,no,108,no,0.11
23059,yes,544,no,0.33
23060,no,0,no,0.14
23061,no,581,no,0.13
23062,no,0,no,0.12
23063,no,0,no,0.17
23064,no,38,no,0.15
23065,no,4852,no,0.19
23066,no,275,no,0.11
23067,no,1245,no,0.18
23068,no,841,no,0.18
23069,no,83,yes,0.59
23070,no,471,no,0.16
23071,no,79,no,0.18
23072,no,1243,yes,0.5
23073,no,34,no,0.11
23074,no,2537,no,0.1
23075,no,284,no,0.11
23076,no,0,no,0.12
23077,no,254,no,0.15
23078,no,301,no,0.12
23079,no,0,no,0.15
23080,no,1617,no,0.15
23081,no,3220,no,0.14
23082,yes,-5,no,0.34
23083,no,231,no,0.11
23084,no,5,no,0.16
23085,no,236,no,0.14
23086,yes,385,no,0.32
23087,no,505,no,0.18
23088,no,10,no,0.11
23089,no,-533,no,0.1
23090,no,7,no,0.16
23091,yes,71,no,0.34
23092,no,725,no,0.13
23093,no,2362,no,0.16
23094,no,434,no,0.19
23095,no,4687,no,0.16
23096,no,370,no,0.1
23097,no,0,no,0.17
23098,no,3867,no,0.13
23099,yes,362,no,0.32
23100,no,41,no,0.11
23101,no,297,no,0.18
23102,no,219,no,0.13
23103,no,0,no,0.2
23104,no,487,no,0.13
23105,no,0,no,0.16
23106,no,0,no,0.16
23107,no,10150,no,0.12
23108,no,1113,no,0.2
23109,no,392,no,0.1
23110,no,0,no,0.2
23111,no,469,no,0.11
23112,no,22815,no,0.1
23113,no,1092,no,0.19
23114,no,23,no,0.16
23115,no,0,no,0.13
23116,no,1974,no,0.16
23117,no,1271,no,0.14
23118,no,25,no,0.13
23119,no,734,no,0.2
23120,no,517,no,0.11
23121,no,0,no,0.2
23122,no,7744,no,0.18
23123,no,0,no,0.18
23124,no,21,no,0.16
23125,no,69,no,0.18
23126,no,-274,no,0.16
23127,no,326,no,0.18
23128,no,382,no,0.14
23129,no,1,no,0.2
23130,no,257,no,0.12
23131,no,631,no,0.16
23132,no,893,no,0.13
23133,no,1005,no,0.11
23134,yes,915,no,0.4
23135,no,12,no,0.13
23136,no,370,no,0.19
23137,no,745,no,0.18
23138,yes,382,no,0.4
23139,no,479,no,0.18
23140,no,0,no,0.14
23141,no,1111,no,0.17
23142,yes,796,no,0.3
23143,no,957,no,0.18
23144,no,5910,no,0.18
23145,no,0,no,0.11
23146,no,608,no,0.16
23147,yes,0,no,0.37
23148,no,0,no,0.11
23149,no,154,yes,0.51
23150,no,3160,no,0.16
23151,no,699,no,0.11
23152,no,10,no,0.17
23153,no,-363,no,0.12
23154,no,0,no,0.2
23155,no,387,no,0.1
23156,no,7863,no,0.13
23157,no,1757,no,0.1
23158,no,526,no,0.1
23159,no,359,no,0.1
23160,no,0,no,0.18
23161,no,20,no,0.18
23162,no,46,no,0.12
23163,no,373,no,0.12
23164,no,3558,no,0.13
23165,no,485,no,0.11
23166,no,127,no,0.16
23167,no,6,no,0.11
23168,no,0,no,0.16
23169,no,1612,no,0.12
23170,no,1272,no,0.18
23171,no,0,no,0.12
23172,no,462,no,0.1
23173,no,296,yes,0.59
23174,no,151,no,0.17
23175,no,56,no,0.18
23176,no,730,no,0.11
23177,no,3460,no,0.17
23178,no,187,no,0.12
23179,no,1503,no,0.13
23180,yes,285,no,0.35
23181,no,0,yes,0.54
23182,no,567,no,0.16
23183,no,0,no,0.13
23184,no,0,no,0.13
23185,no,1632,no,0.1
23186,no,917,no,0.18
23187,no,0,no,0.16
23188,no,3413,no,0.11
23189,no,0,no,0.14
23190,yes,386,no,0.39
23191,no,40,yes,0.51
23192,no,0,no,0.16
23193,yes,2094,no,0.37
23194,yes,656,no,0.37
23195,no,60,no,0.2
23196,no,1158,no,0.17
23197,no,2673,no,0.11
23198,no,39,no,0.18
23199,no,143,no,0.13
23200,yes,487,no,0.35
23201,no,-47,no,0.19
23202,no,1836,no,0.18
23203,no,-417,no,0.16
23204,no,2396,yes,0.54
23205,no,1085,no,0.2
23206,no,6563,no,0.16
23207,no,51,no,0.14
23208,no,1121,no,0.13
23209,no,0,no,0.13
23210,no,2944,yes,0.6
23211,no,336,no,0.16
23212,no,836,no,0.12
23213,no,3724,no,0.16
23214,yes,105,no,0.38
23215,no,258,no,0.18
23216,no,1647,no,0.14
23217,no,917,no,0.14
23218,no,0,no,0.16
23219,no,0,no,0.13
23220,no,-84,no,0.13
23221,no,344,yes,0.53
23222,no,1,no,0.16
23223,no,324,no,0.12
23224,no,2076,no,0.13
23225,no,0,no,0.12
23226,no,36,no,0.11
23227,no,98,no,0.13
23228,no,0,no,0.18
23229,no,313,no,0.13
23230,no,25,no,0.17
23231,no,7084,yes,0.56
23232,no,6748,no,0.11
23233,no,719,no,0.18
23234,no,24,no,0.12
23235,no,30,no,0.17
23236,no,35,no,0.13
23237,no,6485,no,0.16
23238,no,3228,no,0.13
23239,no,639,no,0.16
23240,no,46,no,0.11
23241,no,765,no,0.12
23242,no,362,no,0.11
23243,no,0,no,0.17
23244,no,46,no,0.1
23245,yes,24,no,0.3
23246,no,25,no,0.19
23247,no,2204,no,0.13
23248,no,49,no,0.15
23249,yes,-102,no,0.31
23250,no,1107,no,0.14
23251,no,128,no,0.16
23252,no,699,no,0.18
23253,no,0,no,0.13
23254,no,63,no,0.12
23255,no,0,no,0.12
23256,no,0,no,0.15
23257,yes,16,no,0.4
23258,no,11,no,0.14
23259,no,0,no,0.2
23260,yes,297,no,0.32
23261,no,-175,no,0.19
23262,no,1020,no,0.12
23263,no,0,yes,0.57
23264,no,2328,no,0.13
23265,no,569,yes,0.5
23266,no,6,no,0.1
23267,yes,1697,no,0.37
23268,no,-173,no,0.2
23269,no,127,no,0.17
23270,yes,3726,no,0.35
23271,no,324,no,0.14
23272,yes,-453,no,0.33
23273,yes,605,no,0.31
23274,yes,522,no,0.32
23275,no,-552,no,0.19
23276,no,0,no,0.18
23277,no,-414,no,0.14
23278,no,104,no,0.12
23279,no,1041,no,0.16
23280,yes,692,no,0.31
23281,no,91,no,0.14
23282,no,312,no,0.13
23283,no,236,no,0.13
23284,no,-1459,no,0.11
23285,no,314,no,0.12
23286,no,157,no,0.12
23287,no,1232,no,0.19
23288,no,570,no,0.17
23289,no,385,no,0.14
23290,no,946,no,0.16
23291,no,607,no,0.2
23292,yes,875,no,0.34
23293,yes,328,no,0.36
23294,no,0,no,0.12
23295,no,470,no,0.1
23296,no,-2,no,0.17
23297,no,-1,no,0.19
23298,yes,-34,no,0.33
23299,no,979,no,0.2
23300,yes,81,no,0.32
23301,no,2809,no,0.1
23302,no,0,yes,0.52
23303,no,269,no,0.11
23304,yes,1057,no,0.33
23305,no,0,no,0.11
23306,no,34,no,0.18
23307,no,134,no,0.19
23308,no,526,no,0.1
23309,no,356,no,0.12
23310,no,157,no,0.14
23311,no,-705,no,0.2
23312,no,96,no,0.13
23313,no,413,no,0.1
23314,no,1788,no,0.13
23315,no,911,no,0.11
23316,no,9324,no,0.17
23317,no,198,no,0.13
23318,no,2,no,0.18
23319,no,0,no,0.2
23320,no,105,no,0.18
23321,no,330,no,0.15
23322,yes,194,no,0.38
23323,no,48,no,0.14
23324,no,209,no,0.1
23325,no,194,no,0.15
23326,no,-17,no,0.18
23327,no,183,no,0.1
23328,no,49,no,0.2
23329,no,39,no,0.16
23330,no,391,no,0.13
23331,no,1138,yes,0.54
23332,no,837,no,0.18
23333,no,890,no,0.11
23334,no,213,no,0.16
23335,yes,24,no,0.32
23336,no,164,no,0.18
23337,no,598,no,0.2
23338,no,2541,no,0.11
23339,no,255,no,0.19
23340,no,0,no,0.18
23341,no,417,no,0.12
23342,no,410,no,0.12
23343,no,309,no,0.2
23344,no,4393,no,0.17
23345,no,7,no,0.16
23346,yes,852,no,0.4
23347,no,120,no,0.1
23348,no,1868,no,0.2
23349,no,2517,no,0.18
23350,no,1165,no,0.12
23351,no,2321,no,0.2
23352,no,0,no,0.12
23353,no,382,no,0.2
23354,no,816,no,0.18
23355,no,6383,no,0.1
23356,no,54,yes,0.55
23357,no,682,no,0.17
23358,no,1905,no,0.2
23359,no,260,no,0.18
23360,no,168,no,0.1
23361,yes,4979,no,0.37
23362,no,83,no,0.14
23363,no,347,no,0.1
23364,no,616,no,0.19
23365,no,1859,no,0.18
23366,no,2460,no,0.19
23367,no,5118,no,0.13
23368,yes,1374,no,0.36
23369,no,2437,no,0.15
23370,no,334,no,0.15
23371,no,-218,no,0.2
23372,no,0,no,0.18
23373,no,124,no,0.17
23374,no,204,no,0.2
23375,no,321,no,0.18
23376,no,3918,no,0.1
23377,no,424,no,0.11
23378,no,0,no,0.1
23379,no,235,no,0.11
23380,yes,60,no,0.33
23381,no,1713,no,0.19
23382,no,109,no,0.15
23383,no,0,no,0.2
23384,no,28,no,0.16
23385,no,0,no,0.2
23386,no,20,no,0.18
23387,no,243,no,0.15
23388,no,2220,no,0.11
23389,no,68,no,0.11
23390,no,5065,no,0.14
23391,no,753,no,0.13
23392,no,84,no,0.1
23393,no,12,no,0.18
23394,no,1940,no,0.16
23395,no,171,no,0.14
23396,no,930,no,0.12
23397,no,0,no,0.11
23398,no,27,no,0.19
23399,no,376,no,0.18
23400,no,725,no,0.2
23401,no,4594,no,0.2
23402,no,5976,no,0.17
23403,no,253,no,0.17
23404,no,80,no,0.1
23405,no,148,no,0.12
23406,no,113,no,0.16
23407,no,-1545,no,0.11
23408,no,510,no,0.13
23409,no,4,no,0.2
23410,no,-1,no,0.14
23411,no,4073,no,0.16
23412,no,137,no,0.13
23413,no,298,no,0.11
23414,no,682,no,0.12
23415,no,206,no,0.2
23416,no,276,no,0.11
23417,no,238,no,0.17
23418,no,356,no,0.16
23419,no,190,no,0.11
23420,no,0,no,0.18
23421,no,2,no,0.13
23422,no,430,no,0.16
23423,no,4,no,0.15
23424,yes,-315,no,0.39
23425,no,1707,no,0.13
23426,no,-102,no,0.2
23427,no,627,no,0.1
23428,no,0,no,0.11
23429,no,518,no,0.17
23430,no,0,no,0.13
23431,no,534,no,0.14
23432,yes,1194,no,0.32
23433,no,0,no,0.16
23434,no,1539,no,0.14
23435,no,7870,no,0.14
23436,no,849,no,0.15
23437,no,2637,yes,0.52
23438,no,21,no,0.1
23439,no,1138,no,0.17
23440,no,201,no,0.15
23441,no,715,no,0.17
23442,no,65,no,0.17
23443,no,5943,no,0.15
23444,no,844,no,0.16
23445,no,2629,no,0.13
23446,no,0,no,0.2
23447,no,-11,no,0.11
23448,no,-278,no,0.11
23449,yes,0,no,0.3
23450,no,136,no,0.1
23451,no,549,no,0.12
23452,no,1585,no,0.13
23453,no,0,no,0.14
23454,no,2676,no,0.13
23455,no,1134,no,0.2
23456,no,1510,no,0.12
23457,no,-104,no,0.14
23458,no,357,no,0.2
23459,yes,-146,no,0.35
23460,no,294,no,0.18
23461,no,17,no,0.2
23462,no,1138,no,0.12
23463,no,13,no,0.11
23464,no,45,no,0.11
23465,no,0,no,0.1
23466,yes,-123,no,0.35
23467,no,630,no,0.13
23468,no,-27,no,0.11
23469,no,52,no,0.14
23470,yes,-102,no,0.3
23471,no,0,yes,0.51
23472,no,465,no,0.15
23473,no,2473,yes,0.53
23474,no,3207,no,0.2
23475,no,2213,no,0.1
23476,no,505,no,0.13
23477,no,29,no,0.18
23478,no,678,no,0.19
23479,no,-204,no,0.16
23480,no,228,no,0.17
23481,no,27,no,0.1
23482,no,2873,no,0.17
23483,yes,456,no,0.35
23484,no,0,no,0.17
23485,no,473,no,0.14
23486,no,1070,no,0.15
23487,no,872,no,0.11
23488,yes,3463,no,0.36
23489,no,1573,no,0.2
23490,yes,-272,no,0.31
23491,no,168,no,0.2
23492,no,75,no,0.18
23493,no,0,no,0.14
23494,no,264,no,0.1
23495,no,2262,no,0.13
23496,no,561,no,0.12
23497,no,36,no,0.2
23498,no,3196,no,0.13
23499,no,-6,no,0.11
23500,no,0,no,0.14
23501,no,556,no,0.19
23502,no,58,no,0.19
23503,no,0,no,0.19
23504,no,1559,no,0.18
23505,no,3486,no,0.1
23506,no,3762,no,0.16
23507,no,170,no,0.13
23508,no,3,no,0.17
23509,no,801,no,0.1
23510,no,2431,no,0.18
23511,yes,839,no,0.37
23512,no,0,no,0.15
23513,no,333,no,0.16
23514,no,-542,no,0.17
23515,yes,500,no,0.35
23516,no,42,no,0.19
23517,no,0,no,0.16
23518,no,866,no,0.12
23519,no,1052,no,0.16
23520,no,-6,no,0.12
23521,no,-105,no,0.18
23522,no,51,no,0.15
23523,no,1608,no,0.16
23524,no,0,no,0.19
23525,no,1666,no,0.2
23526,no,2696,no,0.11
23527,no,0,no,0.13
23528,no,-105,no,0.16
23529,no,75,no,0.14
23530,no,236,no,0.13
23531,no,-671,no,0.11
23532,no,659,no,0.15
23533,no,1233,no,0.13
23534,no,0,no,0.13
23535,no,0,no,0.2
23536,yes,156,no,0.3
23537,no,44,no,0.12
23538,no,1309,no,0.18
23539,no,2421,no,0.14
23540,no,0,no,0.19
23541,no,23,no,0.13
23542,no,0,no,0.14
23543,no,0,no,0.14
23544,no,326,no,0.15
23545,no,403,no,0.1
23546,no,1,yes,0.51
23547,no,0,no,0.18
23548,no,-3,no,0.13
23549,no,60,no,0.19
23550,no,751,no,0.11
23551,no,1545,no,0.12
23552,no,23,no,0.14
23553,no,0,no,0.18
23554,no,20261,no,0.19
23555,no,1887,no,0.11
23556,no,786,no,0.14
23557,no,2179,no,0.16
23558,no,632,no,0.2
23559,no,99,no,0.13
23560,no,185,no,0.13
23561,no,305,no,0.16
23562,no,278,no,0.11
23563,no,187,no,0.1
23564,yes,761,no,0.34
23565,no,123,no,0.13
23566,yes,-997,no,0.34
23567,no,80,no,0.2
23568,no,486,no,0.12
23569,yes,759,no,0.31
23570,no,46,no,0.17
23571,no,140,no,0.14
23572,no,6743,no,0.12
23573,no,1946,no,0.19
23574,no,0,no,0.2
23575,no,1906,no,0.12
23576,no,0,no,0.16
23577,no,1232,no,0.16
23578,no,859,no,0.14
23579,no,0,no,0.12
23580,no,0,no,0.1
23581,no,0,no,0.1
23582,no,6288,no,0.19
23583,yes,1013,no,0.39
23584,no,37,no,0.19
23585,no,0,no,0.2
23586,no,217,no,0.14
23587,no,0,no,0.12
23588,no,0,no,0.15
23589,no,0,no,0.18
23590,no,65,no,0.16
23591,no,82,no,0.11
23592,no,568,no,0.13
23593,no,134,no,0.1
23594,no,5603,yes,0.56
23595,no,0,no,0.13
23596,no,89,no,0.11
23597,no,197,no,0.12
23598,no,837,no,0.18
23599,no,6174,no,0.19
23600,no,7175,no,0.1
23601,yes,890,no,0.33
23602,yes,163,no,0.31
23603,no,3,no,0.11
23604,no,241,no,0.1
23605,no,59,no,0.11
23606,no,315,no,0.2
23607,no,-262,no,0.17
23608,no,163,no,0.2
23609,no,81,no,0.11
23610,no,225,yes,0.56
23611,no,864,no,0.16
23612,no,0,no,0.18
23613,no,1548,no,0.2
23614,no,0,no,0.19
23615,no,3327,no,0.1
23616,no,0,no,0.15
23617,no,879,no,0.1
23618,no,729,no,0.2
23619,no,-158,no,0.1
23620,no,7881,no,0.19
23621,no,0,no,0.16
23622,no,35,no,0.14
23623,no,1333,no,0.17
23624,no,2420,no,0.18
23625,no,0,no,0.19
23626,no,173,no,0.13
23627,no,0,no,0.18
23628,no,111,no,0.19
23629,no,84,no,0.13
23630,no,0,no,0.17
23631,no,211,no,0.16
23632,no,0,no,0.18
23633,no,17,no,0.1
23634,no,0,no,0.2
23635,no,668,no,0.19
23636,no,1690,no,0.12
23637,no,37,no,0.17
23638,yes,-183,no,0.34
23639,no,65,no,0.2
23640,no,0,no,0.11
23641,no,-173,no,0.2
23642,no,1258,no,0.13
23643,no,6766,no,0.12
23644,no,2499,no,0.18
23645,no,0,no,0.13
23646,no,377,no,0.2
23647,no,77,no,0.2
23648,no,1530,no,0.15
23649,no,0,no,0.1
23650,no,658,no,0.15
23651,no,1645,no,0.17
23652,no,8047,no,0.2
23653,no,436,no,0.17
23654,no,0,no,0.14
23655,no,75,no,0.12
23656,no,279,no,0.15
23657,no,4348,no,0.16
23658,no,230,no,0.19
23659,no,167,no,0.14
23660,no,118,no,0.1
23661,no,323,no,0.12
23662,no,97,no,0.2
23663,no,3028,no,0.19
23664,no,-157,no,0.1
23665,no,-2,no,0.1
23666,no,0,no,0.14
23667,no,71,no,0.16
23668,no,396,no,0.2
23669,no,200,no,0.12
23670,no,466,no,0.17
23671,no,713,no,0.18
23672,no,1788,no,0.13
23673,no,755,no,0.2
23674,no,298,no,0.1
23675,no,370,no,0.13
23676,no,459,no,0.13
23677,no,240,no,0.11
23678,no,723,no,0.11
23679,no,-300,no,0.16
23680,no,0,no,0.19
23681,no,0,no,0.14
23682,no,136,no,0.13
23683,no,558,no,0.12
23684,no,15,no,0.2
23685,no,1522,no,0.16
23686,no,111,no,0.15
23687,no,33,no,0.13
23688,no,-108,no,0.14
23689,no,77,no,0.11
23690,no,12,no,0.18
23691,no,5,no,0.18
23692,no,1863,no,0.12
23693,no,0,no,0.19
23694,no,42,no,0.17
23695,no,0,no,0.17
23696,no,-78,no,0.14
23697,no,0,no,0.19
23698,no,621,no,0.11
23699,no,81,no,0.18
23700,no,6171,no,0.16
23701,no,0,no,0.2
23702,no,475,no,0.1
23703,no,552,no,0.11
23704,no,305,no,0.11
23705,no,685,no,0.15
23706,no,45,no,0.17
23707,no,553,no,0.14
23708,no,2032,no,0.12
23709,no,295,no,0.19
23710,no,795,no,0.19
23711,no,605,no,0.11
23712,yes,-490,no,0.33
23713,no,88,no,0.18
23714,no,1480,no,0.19
23715,no,0,no,0.17
23716,no,813,no,0.12
23717,yes,565,no,0.37
23718,yes,-564,no,0.39
23719,yes,968,no,0.33
23720,no,4,no,0.16
23721,no,2,no,0.2
23722,no,0,no,0.2
23723,no,182,no,0.19
23724,no,34,no,0.19
23725,no,6762,no,0.11
23726,no,223,no,0.15
23727,no,556,no,0.12
23728,no,0,no,0.19
23729,no,278,no,0.15
23730,no,353,no,0.11
23731,no,162,no,0.11
23732,no,95,no,0.12
23733,no,81,no,0.11
23734,no,3,no,0.11
23735,yes,1077,no,0.3
23736,no,1425,no,0.14
23737,no,26,no,0.14
23738,no,918,no,0.19
23739,no,588,no,0.17
23740,no,4450,no,0.13
23741,no,3501,no,0.16
23742,no,3440,no,0.17
23743,no,35,no,0.17
23744,no,63,no,0.15
23745,no,872,no,0.17
23746,no,159,no,0.15
23747,no,1291,no,0.1
23748,yes,-64,no,0.32
23749,no,1011,no,0.11
23750,no,433,no,0.17
23751,no,1286,no,0.2
23752,no,3588,no,0.13
23753,no,0,no,0.15
23754,no,1684,no,0.1
23755,no,592,no,0.17
23756,no,-30,no,0.18
23757,no,-213,no,0.12
23758,no,0,no,0.12
23759,no,1239,no,0.17
23760,no,0,no,0.13
23761,no,576,no,0.2
23762,no,3029,no,0.2
23763,no,4542,no,0.2
23764,no,313,no,0.17
23765,yes,292,no,0.38
23766,no,946,no,0.2
23767,no,195,no,0.14
23768,no,367,no,0.16
23769,no,266,no,0.17
23770,no,-50,no,0.13
23771,yes,34,no,0.4
23772,no,603,no,0.13
23773,no,1326,no,0.14
23774,no,265,no,0.19
23775,yes,-17,yes,0.7
23776,yes,55,no,0.33
23777,no,963,no,0.18
23778,no,4522,no,0.12
23779,no,235,no,0.11
23780,no,792,no,0.14
23781,no,58,no,0.2
23782,no,2059,no,0.13
23783,no,216,no,0.1
23784,no,634,no,0.15
23785,no,1029,no,0.11
23786,no,432,no,0.13
23787,no,961,no,0.18
23788,no,0,no,0.12
23789,yes,413,no,0.4
23790,no,0,no,0.12
23791,no,4293,no,0.18
23792,no,0,no,0.1
23793,no,1673,no,0.17
23794,no,358,no,0.15
23795,no,21614,no,0.14
23796,no,1026,no,0.13
23797,no,56,no,0.11
23798,no,-281,no,0.1
23799,no,82,no,0.2
23800,no,79,no,0.13
23801,no,0,no,0.17
23802,no,58,no,0.19
23803,no,350,no,0.18
23804,no,373,no,0.1
23805,yes,134,no,0.39
23806,no,0,no,0.16
23807,no,28,no,0.15
23808,no,996,no,0.11
23809,no,1561,no,0.16
23810,yes,515,no,0.3
23811,no,45,no,0.12
23812,no,614,no,0.12
23813,no,300,no,0.2
23814,no,332,no,0.13
23815,no,32,no,0.11
23816,no,8,no,0.15
23817,yes,194,no,0.37
23818,no,193,no,0.19
23819,no,578,no,0.19
23820,no,647,no,0.16
23821,no,1008,no,0.16
23822,no,0,no,0.11
23823,no,452,no,0.19
23824,no,2925,no,0.12
23825,no,0,no,0.11
23826,no,3490,yes,0.59
23827,no,-1,no,0.1
23828,no,1186,no,0.18
23829,no,54,no,0.13
23830,no,365,no,0.2
23831,no,160,no,0.13
23832,no,462,no,0.18
23833,no,393,no,0.13
23834,no,0,no,0.2
23835,no,0,no,0.12
23836,no,0,no,0.11
23837,no,471,no,0.14
23838,no,134,no,0.17
23839,no,0,no,0.19
23840,no,865,no,0.2
23841,no,-708,no,0.12
23842,no,255,no,0.14
23843,no,374,no,0.16
23844,no,700,no,0.13
23845,no,1218,no,0.12
23846,no,599,no,0.1
23847,no,239,no,0.19
23848,no,109,no,0.13
23849,no,112,no,0.2
23850,no,5,no,0.11
23851,no,0,no,0.18
23852,no,877,no,0.19
23853,no,8,no,0.17
23854,no,0,no,0.12
23855,no,0,no,0.18
23856,no,2070,no,0.13
23857,yes,53,no,0.32
23858,no,-146,no,0.14
23859,yes,67,no,0.36
23860,no,284,no,0.1
23861,no,310,no,0.15
