,bank_arg1,bank_arg2
24082,0.59,0.39
24083,0.54,0.4
24084,0.59,0.4
24085,0.51,0.3
24086,0.19,0.12
24087,0.55,0.36
24088,0.5,0.34
24089,0.52,0.4
24090,0.53,0.36
24091,0.1,0.17
24092,0.56,0.38
24093,0.18,0.16
24094,0.56,0.38
24095,0.18,0.16
24096,0.57,0.31
24097,0.54,0.34
24098,0.58,0.32
24099,0.76,0.47
24100,0.79,0.46
24101,0.14,0.15
24102,0.57,0.37
24103,0.8,0.41
24104,0.2,0.16
24105,0.17,0.14
24106,0.57,0.33
24107,0.5,0.4
24108,0.5,0.4
24109,0.55,0.4
24110,0.19,0.17
24111,0.53,0.36
24112,0.6,0.31
24113,0.14,0.11
24114,0.57,0.32
24115,0.6,0.37
24116,0.6,0.35
24117,0.13,0.18
24118,0.18,0.15
24119,0.4,0.2
24120,0.56,0.35
24121,0.4,0.28
24122,0.3,0.26
24123,0.19,0.1
24124,0.53,0.36
24125,0.1,0.14
24126,0.78,0.48
24127,0.15,0.14
24128,0.14,0.2
24129,0.51,0.32
24130,0.55,0.37
24131,0.58,0.38
24132,0.52,0.38
24133,0.34,0.23
24134,0.53,0.35
24135,0.13,0.1
24136,0.15,0.15
24137,0.53,0.37
24138,0.17,0.16
24139,0.51,0.35
24140,0.1,0.14
24141,0.58,0.32
24142,0.18,0.11
24143,0.56,0.32
24144,0.17,0.15
24145,0.15,0.11
24146,0.16,0.12
24147,0.1,0.2
24148,0.14,0.15
24149,0.18,0.12
24150,0.33,0.2
24151,0.16,0.13
24152,0.6,0.3
24153,0.2,0.1
24154,0.6,0.34
24155,0.15,0.19
24156,0.19,0.11
24157,0.16,0.11
24158,0.6,0.4
24159,0.53,0.3
24160,0.55,0.34
24161,0.52,0.35
24162,0.35,0.3
24163,0.37,0.28
24164,0.37,0.26
24165,0.17,0.12
24166,0.12,0.14
24167,0.16,0.14
24168,0.38,0.22
24169,0.59,0.33
24170,0.1,0.1
24171,0.17,0.14
24172,0.52,0.32
24173,0.56,0.37
24174,0.56,0.38
24175,0.13,0.18
24176,0.53,0.36
24177,0.58,0.39
24178,0.55,0.32
24179,0.57,0.32
24180,0.56,0.36
24181,0.17,0.13
24182,0.53,0.3
24183,0.17,0.17
24184,0.17,0.1
24185,0.18,0.14
24186,0.15,0.15
24187,0.15,0.18
24188,0.16,0.2
24189,0.36,0.21
24190,0.15,0.12
24191,0.15,0.14
24192,0.17,0.15
24193,0.33,0.2
24194,0.14,0.12
24195,0.11,0.18
24196,0.38,0.3
24197,0.31,0.28
24198,0.16,0.15
24199,0.19,0.15
24200,0.14,0.18
24201,0.15,0.1
24202,0.12,0.2
24203,0.18,0.2
24204,0.14,0.14
24205,0.15,0.2
24206,0.12,0.13
24207,0.1,0.15
24208,0.17,0.11
24209,0.14,0.15
24210,0.16,0.16
24211,0.16,0.19
24212,0.11,0.2
24213,0.11,0.18
24214,0.18,0.16
24215,0.14,0.18
24216,0.13,0.12
24217,0.3,0.23
24218,0.14,0.17
24219,0.19,0.17
24220,0.16,0.1
24221,0.2,0.16
24222,0.38,0.21
24223,0.15,0.15
24224,0.2,0.13
24225,0.16,0.15
24226,0.34,0.22
24227,0.4,0.26
24228,0.17,0.14
24229,0.18,0.13
24230,0.2,0.18
24231,0.11,0.17
24232,0.34,0.29
24233,0.11,0.18
24234,0.12,0.12
24235,0.39,0.27
24236,0.35,0.21
24237,0.15,0.14
24238,0.39,0.27
24239,0.14,0.17
24240,0.12,0.16
24241,0.15,0.1
24242,0.14,0.13
24243,0.17,0.1
24244,0.37,0.28
24245,0.16,0.1
24246,0.11,0.15
24247,0.12,0.11
24248,0.11,0.18
24249,0.14,0.18
24250,0.11,0.13
24251,0.39,0.24
24252,0.17,0.19
24253,0.19,0.14
24254,0.2,0.11
24255,0.33,0.3
24256,0.34,0.28
24257,0.1,0.17
24258,0.38,0.28
24259,0.1,0.12
24260,0.15,0.17
24261,0.17,0.1
24262,0.13,0.11
24263,0.13,0.11
24264,0.18,0.11
24265,0.16,0.16
24266,0.2,0.11
24267,0.3,0.2
24268,0.19,0.14
24269,0.34,0.26
24270,0.79,0.41
24271,0.53,0.39
24272,0.16,0.17
24273,0.19,0.1
24274,0.53,0.33
24275,0.77,0.42
24276,0.11,0.11
24277,0.18,0.1
24278,0.14,0.14
24279,0.4,0.21
24280,0.16,0.17
24281,0.31,0.21
24282,0.13,0.12
24283,0.16,0.13
24284,0.13,0.17
24285,0.12,0.12
24286,0.12,0.12
24287,0.19,0.11
24288,0.12,0.14
24289,0.11,0.17
24290,0.17,0.16
24291,0.12,0.12
24292,0.14,0.2
24293,0.13,0.18
24294,0.37,0.25
24295,0.33,0.29
24296,0.18,0.13
24297,0.2,0.14
24298,0.17,0.15
24299,0.3,0.26
24300,0.38,0.21
24301,0.38,0.3
24302,0.16,0.15
24303,0.16,0.12
24304,0.34,0.2
24305,0.15,0.12
24306,0.15,0.2
24307,0.31,0.25
24308,0.12,0.17
24309,0.31,0.3
24310,0.11,0.11
24311,0.32,0.25
24312,0.11,0.2
24313,0.15,0.13
24314,0.15,0.12
24315,0.12,0.17
24316,0.39,0.25
24317,0.33,0.29
24318,0.1,0.19
24319,0.1,0.17
24320,0.15,0.1
24321,0.15,0.19
24322,0.15,0.14
24323,0.13,0.18
24324,0.15,0.13
24325,0.4,0.21
24326,0.4,0.21
24327,0.1,0.19
24328,0.37,0.23
24329,0.12,0.2
24330,0.18,0.14
24331,0.12,0.13
24332,0.11,0.2
24333,0.11,0.14
24334,0.34,0.24
24335,0.18,0.15
24336,0.1,0.12
24337,0.31,0.2
24338,0.2,0.19
24339,0.18,0.12
24340,0.15,0.11
24341,0.12,0.2
24342,0.17,0.18
24343,0.19,0.17
24344,0.19,0.18
24345,0.35,0.22
24346,0.16,0.2
24347,0.35,0.23
24348,0.16,0.13
24349,0.17,0.2
24350,0.14,0.18
24351,0.13,0.11
24352,0.32,0.21
24353,0.12,0.12
24354,0.19,0.16
24355,0.13,0.15
24356,0.2,0.19
24357,0.11,0.17
24358,0.31,0.24
24359,0.36,0.29
24360,0.13,0.18
24361,0.18,0.2
24362,0.34,0.27
24363,0.55,0.38
24364,0.14,0.18
24365,0.18,0.11
24366,0.18,0.18
24367,0.37,0.3
24368,0.34,0.22
24369,0.32,0.29
24370,0.1,0.18
24371,0.34,0.29
24372,0.2,0.17
24373,0.17,0.16
24374,0.15,0.12
24375,0.16,0.13
24376,0.16,0.15
24377,0.16,0.13
24378,0.15,0.18
24379,0.39,0.23
24380,0.13,0.16
24381,0.32,0.22
24382,0.37,0.3
24383,0.16,0.18
24384,0.2,0.13
24385,0.35,0.21
24386,0.17,0.2
24387,0.35,0.25
24388,0.16,0.18
24389,0.17,0.18
24390,0.52,0.37
24391,0.18,0.16
24392,0.19,0.13
24393,0.15,0.1
24394,0.14,0.17
24395,0.2,0.19
24396,0.37,0.23
24397,0.18,0.2
24398,0.17,0.18
24399,0.1,0.12
24400,0.11,0.19
24401,0.35,0.3
24402,0.1,0.18
24403,0.2,0.18
24404,0.14,0.2
24405,0.38,0.29
24406,0.12,0.13
24407,0.19,0.12
24408,0.15,0.12
24409,0.2,0.18
24410,0.36,0.27
24411,0.32,0.24
24412,0.1,0.12
24413,0.2,0.19
24414,0.2,0.1
24415,0.15,0.16
24416,0.12,0.14
24417,0.15,0.2
24418,0.13,0.11
24419,0.34,0.28
24420,0.39,0.22
24421,0.36,0.21
24422,0.17,0.15
24423,0.33,0.29
24424,0.14,0.16
24425,0.59,0.35
24426,0.19,0.12
24427,0.4,0.26
24428,0.14,0.18
24429,0.17,0.16
24430,0.3,0.22
24431,0.31,0.24
24432,0.31,0.2
24433,0.16,0.16
24434,0.15,0.14
24435,0.19,0.11
24436,0.15,0.2
24437,0.15,0.19
24438,0.14,0.11
24439,0.13,0.11
24440,0.19,0.2
24441,0.6,0.36
24442,0.2,0.2
24443,0.31,0.24
24444,0.2,0.11
24445,0.12,0.14
24446,0.31,0.22
24447,0.15,0.1
24448,0.1,0.17
24449,0.2,0.2
24450,0.2,0.16
24451,0.19,0.19
24452,0.35,0.27
24453,0.1,0.11
24454,0.12,0.2
24455,0.1,0.14
24456,0.16,0.18
24457,0.2,0.19
24458,0.12,0.13
24459,0.12,0.13
24460,0.1,0.19
24461,0.17,0.16
24462,0.4,0.25
24463,0.31,0.3
24464,0.12,0.14
24465,0.14,0.17
24466,0.18,0.18
24467,0.17,0.16
24468,0.12,0.12
24469,0.17,0.13
24470,0.19,0.15
24471,0.14,0.2
24472,0.12,0.17
24473,0.33,0.21
24474,0.18,0.13
24475,0.12,0.1
24476,0.4,0.29
24477,0.18,0.1
24478,0.19,0.17
24479,0.12,0.12
24480,0.16,0.18
24481,0.18,0.16
24482,0.2,0.15
24483,0.1,0.1
24484,0.1,0.2
24485,0.38,0.2
24486,0.14,0.1
24487,0.34,0.23
24488,0.15,0.11
24489,0.2,0.19
24490,0.1,0.11
24491,0.15,0.2
24492,0.14,0.2
24493,0.12,0.16
24494,0.33,0.23
24495,0.52,0.31
24496,0.2,0.16
24497,0.2,0.18
24498,0.19,0.12
24499,0.12,0.15
24500,0.14,0.14
24501,0.2,0.14
24502,0.18,0.17
24503,0.18,0.11
24504,0.11,0.12
24505,0.18,0.13
24506,0.12,0.12
24507,0.12,0.19
24508,0.39,0.3
24509,0.7,0.49
24510,0.16,0.16
24511,0.36,0.23
24512,0.15,0.17
24513,0.13,0.15
24514,0.32,0.25
24515,0.19,0.18
24516,0.19,0.11
24517,0.17,0.19
24518,0.17,0.14
24519,0.17,0.15
24520,0.1,0.17
24521,0.2,0.16
24522,0.35,0.25
24523,0.3,0.2
24524,0.19,0.2
24525,0.17,0.1
24526,0.11,0.18
24527,0.78,0.43
24528,0.13,0.17
24529,0.16,0.18
24530,0.1,0.16
24531,0.34,0.23
24532,0.13,0.2
24533,0.1,0.17
24534,0.17,0.11
24535,0.18,0.17
24536,0.19,0.15
24537,0.17,0.13
24538,0.34,0.27
24539,0.17,0.11
24540,0.12,0.18
24541,0.17,0.17
24542,0.15,0.18
24543,0.14,0.17
24544,0.16,0.13
24545,0.18,0.16
24546,0.19,0.14
24547,0.18,0.19
24548,0.19,0.1
24549,0.12,0.18
24550,0.11,0.16
24551,0.38,0.3
24552,0.39,0.25
24553,0.13,0.12
24554,0.16,0.15
24555,0.2,0.16
24556,0.13,0.11
24557,0.37,0.23
24558,0.16,0.17
24559,0.3,0.26
24560,0.13,0.12
24561,0.16,0.12
24562,0.19,0.16
24563,0.14,0.17
24564,0.34,0.25
24565,0.51,0.33
24566,0.14,0.11
24567,0.33,0.3
24568,0.13,0.19
24569,0.1,0.11
24570,0.36,0.26
24571,0.2,0.16
24572,0.12,0.1
24573,0.34,0.21
24574,0.19,0.18
24575,0.36,0.27
24576,0.19,0.12
24577,0.2,0.16
24578,0.12,0.12
24579,0.19,0.12
24580,0.18,0.13
24581,0.11,0.18
24582,0.16,0.17
24583,0.39,0.22
24584,0.19,0.1
24585,0.16,0.14
24586,0.18,0.11
24587,0.15,0.16
24588,0.2,0.1
24589,0.17,0.13
24590,0.4,0.23
24591,0.17,0.19
24592,0.39,0.25
24593,0.14,0.2
24594,0.14,0.2
24595,0.12,0.15
24596,0.31,0.24
24597,0.31,0.22
24598,0.39,0.28
24599,0.31,0.25
24600,0.1,0.18
24601,0.18,0.14
24602,0.36,0.3
24603,0.1,0.16
24604,0.13,0.14
24605,0.2,0.14
24606,0.36,0.26
24607,0.15,0.1
24608,0.13,0.1
24609,0.12,0.13
24610,0.15,0.1
24611,0.11,0.13
24612,0.18,0.13
24613,0.14,0.16
24614,0.11,0.11
24615,0.15,0.1
24616,0.19,0.13
24617,0.17,0.18
24618,0.14,0.14
24619,0.18,0.14
24620,0.33,0.25
24621,0.19,0.17
24622,0.54,0.33
24623,0.11,0.2
24624,0.12,0.12
24625,0.4,0.21
24626,0.16,0.15
24627,0.38,0.21
24628,0.39,0.23
24629,0.13,0.2
24630,0.33,0.26
24631,0.18,0.19
24632,0.12,0.13
24633,0.31,0.22
24634,0.2,0.16
24635,0.13,0.14
24636,0.14,0.17
24637,0.14,0.12
24638,0.37,0.23
24639,0.11,0.15
24640,0.37,0.27
24641,0.31,0.26
24642,0.18,0.12
24643,0.14,0.13
24644,0.39,0.3
24645,0.14,0.19
24646,0.19,0.18
24647,0.11,0.14
24648,0.2,0.18
24649,0.13,0.15
24650,0.11,0.11
24651,0.53,0.32
24652,0.13,0.2
24653,0.18,0.18
24654,0.15,0.19
24655,0.13,0.13
24656,0.15,0.17
24657,0.1,0.11
24658,0.17,0.17
24659,0.33,0.23
24660,0.15,0.1
24661,0.32,0.2
24662,0.13,0.14
24663,0.13,0.12
24664,0.3,0.27
24665,0.39,0.23
24666,0.15,0.1
24667,0.12,0.13
24668,0.31,0.22
24669,0.1,0.17
24670,0.12,0.15
24671,0.19,0.19
24672,0.16,0.14
24673,0.1,0.14
24674,0.38,0.28
24675,0.13,0.2
24676,0.19,0.15
24677,0.18,0.12
24678,0.11,0.19
24679,0.11,0.13
24680,0.17,0.16
24681,0.12,0.16
24682,0.2,0.2
24683,0.1,0.15
24684,0.17,0.19
24685,0.11,0.2
24686,0.17,0.15
24687,0.16,0.1
24688,0.4,0.23
24689,0.15,0.13
24690,0.19,0.15
24691,0.14,0.15
24692,0.2,0.13
24693,0.34,0.29
24694,0.33,0.27
24695,0.14,0.12
24696,0.19,0.11
24697,0.15,0.13
24698,0.4,0.25
24699,0.56,0.4
24700,0.37,0.22
24701,0.3,0.2
24702,0.32,0.21
24703,0.39,0.28
24704,0.11,0.15
24705,0.18,0.14
24706,0.19,0.1
24707,0.19,0.11
24708,0.17,0.17
24709,0.77,0.42
24710,0.17,0.14
24711,0.16,0.17
24712,0.15,0.18
24713,0.19,0.17
24714,0.14,0.13
24715,0.37,0.29
24716,0.17,0.19
24717,0.3,0.21
24718,0.15,0.1
24719,0.38,0.28
24720,0.14,0.17
24721,0.11,0.14
24722,0.19,0.1
24723,0.13,0.11
24724,0.12,0.15
24725,0.73,0.41
24726,0.4,0.22
24727,0.18,0.11
24728,0.4,0.22
24729,0.1,0.11
24730,0.18,0.18
24731,0.11,0.19
24732,0.18,0.13
24733,0.1,0.1
24734,0.1,0.13
24735,0.37,0.23
24736,0.13,0.2
24737,0.39,0.22
24738,0.56,0.34
24739,0.3,0.22
24740,0.2,0.15
24741,0.18,0.17
24742,0.17,0.1
24743,0.2,0.15
24744,0.19,0.12
24745,0.16,0.1
24746,0.16,0.19
24747,0.16,0.1
24748,0.15,0.13
24749,0.1,0.18
24750,0.13,0.14
24751,0.18,0.15
24752,0.17,0.11
24753,0.15,0.14
24754,0.18,0.12
24755,0.12,0.13
24756,0.11,0.17
24757,0.1,0.15
24758,0.18,0.15
24759,0.19,0.14
24760,0.14,0.19
24761,0.19,0.13
24762,0.18,0.19
24763,0.11,0.11
24764,0.39,0.2
24765,0.4,0.24
24766,0.13,0.2
24767,0.17,0.12
24768,0.17,0.12
24769,0.14,0.12
24770,0.12,0.15
24771,0.56,0.4
24772,0.13,0.17
24773,0.17,0.18
24774,0.18,0.14
24775,0.3,0.27
24776,0.17,0.18
24777,0.14,0.18
24778,0.39,0.21
24779,0.14,0.17
24780,0.14,0.2
24781,0.12,0.17
24782,0.59,0.31
24783,0.11,0.17
24784,0.18,0.19
24785,0.38,0.26
24786,0.19,0.11
24787,0.38,0.27
24788,0.36,0.29
24789,0.16,0.12
24790,0.11,0.17
24791,0.16,0.17
24792,0.16,0.13
24793,0.13,0.11
24794,0.37,0.22
24795,0.17,0.1
24796,0.19,0.15
24797,0.16,0.1
24798,0.39,0.29
24799,0.15,0.17
24800,0.14,0.12
24801,0.15,0.1
24802,0.19,0.13
24803,0.18,0.11
24804,0.15,0.12
24805,0.13,0.18
24806,0.16,0.12
24807,0.4,0.27
24808,0.33,0.23
24809,0.32,0.3
24810,0.17,0.17
24811,0.37,0.28
24812,0.16,0.14
24813,0.33,0.25
24814,0.39,0.27
24815,0.19,0.1
24816,0.19,0.12
24817,0.14,0.17
24818,0.19,0.11
24819,0.13,0.16
24820,0.18,0.15
24821,0.17,0.18
24822,0.17,0.16
24823,0.13,0.19
24824,0.14,0.15
24825,0.2,0.1
24826,0.15,0.13
24827,0.14,0.15
24828,0.2,0.19
24829,0.18,0.16
24830,0.6,0.35
24831,0.12,0.2
24832,0.1,0.18
24833,0.35,0.2
24834,0.1,0.12
24835,0.32,0.2
24836,0.13,0.14
24837,0.19,0.13
24838,0.3,0.2
24839,0.12,0.16
24840,0.14,0.17
24841,0.14,0.19
24842,0.15,0.11
24843,0.1,0.15
24844,0.14,0.11
24845,0.4,0.27
24846,0.1,0.2
24847,0.16,0.13
24848,0.12,0.15
24849,0.55,0.35
24850,0.19,0.15
24851,0.4,0.21
24852,0.38,0.24
24853,0.15,0.19
24854,0.19,0.17
24855,0.34,0.21
24856,0.11,0.14
24857,0.16,0.2
24858,0.31,0.3
24859,0.14,0.17
24860,0.36,0.26
24861,0.13,0.1
24862,0.1,0.12
24863,0.19,0.19
24864,0.16,0.2
24865,0.18,0.1
24866,0.1,0.19
24867,0.37,0.2
24868,0.38,0.26
24869,0.3,0.3
24870,0.2,0.18
24871,0.36,0.21
24872,0.33,0.26
24873,0.17,0.12
24874,0.2,0.11
24875,0.36,0.23
24876,0.14,0.1
24877,0.11,0.16
24878,0.31,0.24
24879,0.14,0.19
24880,0.11,0.12
24881,0.36,0.25
24882,0.2,0.2
24883,0.15,0.12
24884,0.15,0.11
24885,0.12,0.19
24886,0.5,0.33
24887,0.16,0.12
24888,0.1,0.13
24889,0.19,0.13
24890,0.16,0.2
24891,0.19,0.13
24892,0.15,0.13
24893,0.18,0.17
24894,0.16,0.11
24895,0.12,0.17
24896,0.55,0.32
24897,0.11,0.16
24898,0.18,0.1
24899,0.15,0.14
24900,0.11,0.16
24901,0.19,0.19
24902,0.13,0.15
24903,0.16,0.16
24904,0.12,0.18
24905,0.17,0.16
24906,0.36,0.26
24907,0.2,0.15
24908,0.1,0.17
24909,0.19,0.16
24910,0.18,0.18
24911,0.11,0.2
24912,0.13,0.19
24913,0.16,0.2
24914,0.11,0.19
24915,0.16,0.16
24916,0.19,0.13
24917,0.16,0.17
24918,0.11,0.14
24919,0.18,0.11
24920,0.12,0.17
24921,0.59,0.39
24922,0.54,0.34
24923,0.1,0.12
24924,0.16,0.18
24925,0.15,0.16
24926,0.59,0.35
24927,0.4,0.2
24928,0.13,0.12
24929,0.11,0.12
24930,0.15,0.14
24931,0.33,0.22
24932,0.2,0.14
24933,0.51,0.33
24934,0.31,0.25
24935,0.15,0.17
24936,0.74,0.42
24937,0.11,0.18
24938,0.35,0.27
24939,0.19,0.17
24940,0.2,0.18
24941,0.3,0.3
24942,0.32,0.27
24943,0.13,0.12
24944,0.14,0.2
24945,0.17,0.17
24946,0.13,0.12
24947,0.14,0.18
24948,0.15,0.18
24949,0.34,0.28
24950,0.14,0.12
24951,0.11,0.15
24952,0.4,0.21
24953,0.3,0.26
24954,0.17,0.15
24955,0.1,0.12
24956,0.12,0.12
24957,0.16,0.1
24958,0.11,0.17
24959,0.4,0.28
24960,0.12,0.18
24961,0.1,0.12
24962,0.18,0.15
24963,0.19,0.1
24964,0.12,0.2
24965,0.2,0.13
24966,0.39,0.22
24967,0.32,0.28
24968,0.19,0.18
24969,0.13,0.12
24970,0.2,0.19
24971,0.19,0.11
24972,0.2,0.17
24973,0.1,0.18
24974,0.33,0.26
24975,0.18,0.2
24976,0.57,0.33
24977,0.19,0.14
24978,0.17,0.17
24979,0.51,0.34
24980,0.18,0.16
24981,0.18,0.15
24982,0.11,0.2
24983,0.13,0.12
24984,0.19,0.13
24985,0.15,0.18
24986,0.34,0.24
24987,0.2,0.2
24988,0.2,0.2
24989,0.15,0.1
24990,0.12,0.12
24991,0.12,0.11
24992,0.19,0.11
24993,0.35,0.27
24994,0.33,0.23
24995,0.34,0.23
24996,0.11,0.16
24997,0.18,0.12
24998,0.73,0.48
24999,0.37,0.23
25000,0.11,0.1
25001,0.1,0.13
25002,0.2,0.16
25003,0.14,0.15
25004,0.18,0.2
25005,0.18,0.19
25006,0.35,0.28
25007,0.16,0.2
25008,0.15,0.11
25009,0.11,0.1
25010,0.18,0.14
25011,0.19,0.14
25012,0.19,0.17
25013,0.19,0.16
25014,0.14,0.18
25015,0.32,0.21
25016,0.16,0.15
25017,0.18,0.15
25018,0.12,0.14
25019,0.3,0.29
25020,0.11,0.15
25021,0.18,0.14
25022,0.14,0.16
25023,0.11,0.15
25024,0.11,0.18
25025,0.1,0.14
25026,0.12,0.11
25027,0.15,0.13
25028,0.18,0.18
25029,0.15,0.13
25030,0.13,0.11
25031,0.16,0.2
25032,0.13,0.12
25033,0.1,0.18
25034,0.37,0.29
25035,0.17,0.13
25036,0.31,0.22
25037,0.15,0.1
25038,0.15,0.1
25039,0.35,0.23
25040,0.19,0.15
25041,0.13,0.14
25042,0.1,0.18
25043,0.11,0.13
25044,0.2,0.13
25045,0.4,0.21
25046,0.19,0.15
25047,0.12,0.18
25048,0.19,0.17
25049,0.2,0.19
25050,0.12,0.1
25051,0.15,0.13
25052,0.17,0.11
25053,0.2,0.17
25054,0.13,0.11
25055,0.12,0.16
25056,0.1,0.13
25057,0.12,0.12
25058,0.15,0.14
25059,0.18,0.1
25060,0.15,0.17
25061,0.16,0.19
25062,0.3,0.21
25063,0.12,0.14
25064,0.13,0.11
25065,0.17,0.17
25066,0.18,0.17
25067,0.16,0.18
25068,0.16,0.13
25069,0.17,0.18
25070,0.12,0.14
25071,0.18,0.11
25072,0.11,0.15
25073,0.11,0.11
25074,0.17,0.13
25075,0.18,0.18
25076,0.56,0.37
25077,0.3,0.25
25078,0.15,0.13
25079,0.14,0.15
25080,0.1,0.2
25081,0.18,0.14
25082,0.39,0.28
25083,0.1,0.18
25084,0.11,0.16
25085,0.36,0.2
25086,0.14,0.14
25087,0.11,0.12
25088,0.19,0.14
25089,0.13,0.15
25090,0.17,0.13
25091,0.19,0.14
25092,0.19,0.2
25093,0.1,0.14
25094,0.12,0.1
25095,0.15,0.15
25096,0.4,0.25
25097,0.32,0.21
25098,0.32,0.28
25099,0.36,0.25
25100,0.12,0.18
25101,0.12,0.16
25102,0.16,0.18
25103,0.31,0.22
25104,0.1,0.11
25105,0.2,0.17
25106,0.13,0.13
25107,0.16,0.11
25108,0.16,0.19
25109,0.18,0.1
25110,0.16,0.19
25111,0.2,0.1
25112,0.18,0.19
25113,0.14,0.11
25114,0.11,0.14
25115,0.31,0.27
25116,0.1,0.1
25117,0.12,0.18
25118,0.16,0.16
25119,0.16,0.2
25120,0.11,0.19
25121,0.14,0.2
25122,0.15,0.12
25123,0.12,0.16
25124,0.14,0.17
25125,0.2,0.17
25126,0.31,0.24
25127,0.12,0.13
25128,0.14,0.11
25129,0.1,0.18
25130,0.1,0.13
25131,0.15,0.14
25132,0.3,0.26
25133,0.3,0.21
25134,0.2,0.1
25135,0.36,0.23
25136,0.16,0.11
25137,0.17,0.16
25138,0.12,0.18
25139,0.15,0.17
25140,0.4,0.26
25141,0.2,0.15
25142,0.38,0.24
25143,0.11,0.11
25144,0.38,0.21
25145,0.33,0.24
25146,0.2,0.14
25147,0.17,0.16
25148,0.18,0.17
25149,0.11,0.17
25150,0.19,0.18
25151,0.4,0.29
25152,0.19,0.1
25153,0.33,0.25
25154,0.14,0.16
25155,0.18,0.13
25156,0.19,0.17
25157,0.15,0.11
25158,0.2,0.16
25159,0.14,0.19
25160,0.14,0.12
25161,0.19,0.14
25162,0.14,0.17
25163,0.18,0.17
25164,0.17,0.17
25165,0.14,0.11
25166,0.34,0.23
25167,0.19,0.12
25168,0.19,0.18
25169,0.2,0.15
25170,0.38,0.25
25171,0.12,0.15
25172,0.14,0.15
25173,0.17,0.16
25174,0.15,0.16
25175,0.38,0.26
25176,0.31,0.25
25177,0.17,0.2
25178,0.18,0.19
25179,0.18,0.18
25180,0.19,0.13
25181,0.13,0.13
25182,0.34,0.2
25183,0.15,0.11
25184,0.1,0.18
25185,0.35,0.28
25186,0.2,0.1
25187,0.4,0.24
25188,0.19,0.11
25189,0.13,0.12
25190,0.4,0.28
25191,0.19,0.14
25192,0.13,0.13
25193,0.37,0.3
25194,0.15,0.11
25195,0.54,0.32
25196,0.17,0.19
25197,0.19,0.2
25198,0.14,0.2
25199,0.15,0.19
25200,0.11,0.2
25201,0.15,0.1
25202,0.33,0.23
25203,0.15,0.12
25204,0.11,0.13
25205,0.36,0.2
25206,0.14,0.18
25207,0.34,0.21
25208,0.31,0.21
25209,0.2,0.14
25210,0.39,0.21
25211,0.18,0.14
25212,0.12,0.17
25213,0.12,0.12
25214,0.12,0.15
25215,0.14,0.13
25216,0.18,0.13
25217,0.12,0.13
25218,0.34,0.27
25219,0.12,0.16
25220,0.3,0.2
25221,0.13,0.15
25222,0.17,0.1
25223,0.19,0.16
25224,0.12,0.12
25225,0.16,0.17
25226,0.38,0.22
25227,0.19,0.18
25228,0.14,0.16
25229,0.12,0.12
25230,0.3,0.21
25231,0.13,0.15
25232,0.11,0.13
25233,0.14,0.16
25234,0.13,0.11
25235,0.6,0.39
25236,0.14,0.11
25237,0.18,0.2
25238,0.13,0.17
25239,0.17,0.18
25240,0.33,0.27
25241,0.14,0.12
25242,0.15,0.16
25243,0.19,0.12
25244,0.12,0.14
25245,0.11,0.14
25246,0.3,0.23
25247,0.11,0.11
25248,0.2,0.18
25249,0.13,0.12
25250,0.17,0.14
25251,0.55,0.37
25252,0.16,0.18
25253,0.19,0.11
25254,0.11,0.17
25255,0.16,0.18
25256,0.1,0.11
25257,0.17,0.12
25258,0.16,0.1
25259,0.19,0.15
25260,0.13,0.15
25261,0.32,0.21
25262,0.12,0.2
25263,0.16,0.12
25264,0.14,0.13
25265,0.13,0.12
25266,0.4,0.29
25267,0.14,0.15
25268,0.14,0.1
25269,0.12,0.11
25270,0.11,0.15
25271,0.15,0.2
25272,0.13,0.19
25273,0.15,0.2
25274,0.36,0.29
25275,0.17,0.16
25276,0.37,0.29
25277,0.12,0.13
25278,0.3,0.27
25279,0.15,0.13
25280,0.38,0.26
25281,0.17,0.11
25282,0.11,0.14
25283,0.17,0.11
25284,0.1,0.12
25285,0.16,0.1
25286,0.13,0.14
25287,0.12,0.14
25288,0.2,0.17
25289,0.1,0.16
25290,0.1,0.1
25291,0.16,0.14
25292,0.17,0.1
25293,0.13,0.18
25294,0.12,0.2
25295,0.17,0.14
25296,0.17,0.15
25297,0.33,0.24
25298,0.18,0.12
25299,0.4,0.23
25300,0.1,0.2
25301,0.38,0.3
25302,0.11,0.17
25303,0.36,0.24
25304,0.13,0.1
25305,0.2,0.13
25306,0.18,0.13
25307,0.13,0.12
25308,0.18,0.14
25309,0.3,0.27
25310,0.14,0.18
25311,0.13,0.12
25312,0.31,0.2
25313,0.11,0.12
25314,0.11,0.13
25315,0.17,0.1
25316,0.1,0.13
25317,0.33,0.2
25318,0.13,0.15
25319,0.14,0.16
25320,0.13,0.18
25321,0.17,0.13
25322,0.56,0.31
25323,0.19,0.17
25324,0.11,0.12
25325,0.1,0.14
25326,0.11,0.19
25327,0.2,0.13
25328,0.56,0.39
25329,0.4,0.25
25330,0.17,0.12
25331,0.38,0.29
25332,0.16,0.18
25333,0.15,0.17
25334,0.35,0.25
25335,0.15,0.1
25336,0.37,0.25
25337,0.13,0.17
25338,0.17,0.18
25339,0.37,0.2
25340,0.13,0.12
25341,0.17,0.18
25342,0.13,0.11
25343,0.12,0.19
25344,0.13,0.13
25345,0.36,0.3
25346,0.19,0.1
25347,0.13,0.13
25348,0.2,0.2
25349,0.11,0.17
25350,0.11,0.11
25351,0.12,0.14
25352,0.12,0.2
